,Name,affiliation,homepage,scholar-id,citations,h-index
17,K. Hari Babu,BITS Pilani,http://www.bits-pilani.ac.in/pilani/khari/profile,E-yshlwAAAAJ,232.0,7.0
18,Sudeept Mohan,BITS Pilani,http://universe.bits-pilani.ac.in/pilani/sudeeptm/profile,PlSyV6AAAAAJ,23890.0,73.0
19,Sougata Sen,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/sougatas/profile,IEy_zGEAAAAJ,581.0,13.0
20,Sujith Thomas,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/sujitht/profile,rGAO0sUAAAAJ,14.0,2.0
21,Basabdatta Sen Bhattacharya,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/basabdattab/profile,M2PFto0AAAAJ,519.0,12.0
22,Biju K. Raveendran,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/biju/profile,wpRpGpwAAAAJ,120.0,6.0
23,Bharat Deshpande,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/bmd/profile,dEH3K6UAAAAJ,227.0,8.0
24,Sravan Danda,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/dandas/profile,5kSGWFoAAAAJ,65.0,5.0
25,Neena Goveas,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/neena/profile,if0NqpMAAAAJ,89.0,6.0
26,Pritam Bhattacharya,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/pritamb/profile,,,
27,Kanchan Manna,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/kanchanm/profile,52Dr_LAAAAAJ,442.0,11.0
28,Soumyadip Bandyopadhyay,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/soumyadipb/profile,P_crwNgAAAAJ,116.0,6.0
29,Shubhangi K. Gawali,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/shubhangi/profile,2hDkzdgAAAAJ,41.0,3.0
30,Hemant Rathore,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/hemantr/profile,yrfTP6UAAAAJ,643.0,12.0
31,Snehanshu Saha,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/snehanshus/profile,C-Qm2LcAAAAJ,1163.0,15.0
32,Ramprasad Joshi,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/rsj/profile,2Sv-n_sAAAAJ,67.0,4.0
33,Ashwin Srinivasan,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ashwin/profile,zpNTeogAAAAJ,6560.0,40.0
34,Abhishek Kr Singh,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/abhishekks/profile,ps296UkAAAAJ,27.0,3.0
35,Rizwan Parveen,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/rizwanp/profile,--JDf6AAAAAJ,10.0,2.0
36,Swati Agarwal,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/swatia/profile,-zk-xD0AAAAJ,725.0,13.0
37,Tanmay T. Verlekar,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/tanmayv/profile,CFkxQ6cAAAAJ,153.0,7.0
38,Tirtharaj Dash,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/tirtharaj/Profile,ktISUUIAAAAJ,530.0,15.0
39,Vinayak Naik,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/vinayak/profile,HF7IPeQAAAAJ,2932.0,19.0
40,Swaroop Joshi,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/swaroopj/profile,iibndPYAAAAJ,25.0,2.0
41,Raj K. Jaiswal,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/rajj/profile,Emw7qDcAAAAJ,89.0,6.0
42,Anup Basil Mathew,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/anupm/profile,UK3b_tIAAAAJ,43.0,4.0
43,A. Bhaskar,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/abaskar/profile,mNpOTuEAAAAJ,114.0,5.0
44,Surjya Ghosh,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/surjyag/profile,jwQqy80AAAAJ,216.0,9.0
45,Sanjay K. Sahay,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ssahay/profile,i6lSvKEAAAAJ,743.0,15.0
46,Md. Shohrab Hossain,BUET,http://mshohrabhossain.buet.ac.bd,y89HApwAAAAJ,1220.0,16.0
47,Mohammed Eunus Ali,BUET,https://sites.google.com/site/mohammedeunusali,wf8iK0sAAAAJ,1003.0,17.0
48,M. Sohel Rahman,BUET,http://msrahman.buet.ac.bd,IUwFD9gAAAAJ,3658.0,28.0
49,M. Kaykobad,BUET,http://kaykobad.buet.ac.bd,3rYfNBIAAAAJ,1056.0,15.0
50,Md. Saidur Rahman,BUET,http://saidurrahman.buet.ac.bd,oeNksGwAAAAJ,1514.0,18.0
51,Tanzima Hashem,BUET,https://sites.google.com/site/tanzimahashem,0wGw0ocAAAAJ,834.0,15.0
52,Md. Shamsuzzoha Bayzid,BUET,https://shamsbayzid.github.io,h2vHz3wAAAAJ,3554.0,14.0
53,Ashikur Rahman,BUET,http://ashikur.buet.ac.bd,obaBwx4AAAAJ,871.0,15.0
54,Anindya Iqbal,BUET,https://cse.buet.ac.bd/faculty_list/detail/anindyaiqbal,jAuiNFgAAAAJ,534.0,11.0
55,Md. Monirul Islam,BUET,https://cse.buet.ac.bd/faculty_list/detail/mdmonirulislam,YSLk8BEAAAAJ,2653.0,21.0
56,Rifat Shahriyar,BUET,http://rifatshahriyar.github.io,p-w4hOUAAAAJ,615.0,12.0
57,A. S. M. Hoque,BUET,https://cse.buet.ac.bd/faculty_list/detail/asmlatifulhoque,3-Sb7tMAAAAJ,703.0,14.0
58,Mahmuda Naznin,BUET,https://sites.google.com/site/mahmudanaznin,dJx58AQAAAAJ,223.0,7.0
59,Muhammad Masroor Ali,BUET,https://cse.buet.ac.bd/faculty_list/detail/mmasroorali,,,
60,Md. Mostofa Akbar,BUET,https://cse.buet.ac.bd/faculty_list/detail/mostofa,MGijYYAAAAAJ,1162.0,13.0
61,Mohammad Saifur Rahman,BUET,https://cse.buet.ac.bd/faculty_list/detail/mrahman,9d52x-cAAAAJ,447.0,11.0
62,Muhammad Abdullah Adnan,BUET,https://sites.google.com/site/abdullahadnan,T5QF918AAAAJ,927.0,13.0
63,Atif Rahman,BUET,https://cse.buet.ac.bd/faculty_list/detail/atif,Haius0wAAAAJ,368.0,6.0
64,Abul Kashem,BUET,https://cse.buet.ac.bd/faculty_list/detail/kashem,,,
65,A. B. M. Alim Al Islam,BUET,https://sites.google.com/site/abmalimalislam,K-AIPzQAAAAJ,562.0,11.0
66,Sadia Sharmin,BUET,https://cse.buet.ac.bd/faculty_list/detail/sadia,,,
67,Xiaofeng Tao,BUPT,https://scss.bupt.edu.cn/info/1063/1222.htm,lFxm5ZIAAAAJ,6820.0,39.0
68,Xuan Dong,BUPT,https://dongxuan8811.github.io/PersonalPageEn.html,_LSLmbYAAAAJ,622.0,8.0
69,Honggang Zhang,BUPT,http://www.pris.net.cn/introduction/teacher/zhanghonggang,j55tWpwAAAAJ,5522.0,25.0
70,Chuang Zhang,BUPT,http://www.pris.net.cn/introduction/teacher/zhangchuang,,,
71,Weiran Xu,BUPT,http://www.pris.net.cn/introduction/teacher/xuweiran,,,
72,Lixiang Li,BUPT,https://scss.bupt.edu.cn/info/1063/1187.htm,xXyZ2VkAAAAJ,7454.0,47.0
73,Haipeng Peng,BUPT,https://scss.bupt.edu.cn/info/1063/1188.htm,pZqxzFoAAAAJ,5780.0,40.0
74,Xi Zhang,BUPT,https://scss.bupt.edu.cn/info/1063/3293.htm,6sRtx0cAAAAJ,580.0,12.0
75,Yajing Xu,BUPT,http://www.pris.net.cn/introduction/teacher/xuyajing,,,
76,Haoyu Wang,BUPT,https://howiepku.github.io,b1Oh6BQAAAAJ,2061.0,24.0
77,Haihong E,BUPT,https://scs.bupt.edu.cn/info/1089/1791.htm,J4akh64AAAAJ,1850.0,11.0
78,Xiuquan Qiao,BUPT,http://www.qiaoxiuquan.com,B1z5kpoAAAAJ,920.0,17.0
79,Yong Liu,BUPT,https://teacher.bupt.edu.cn/yongliu/zh_CN/index.htm,9Z4RbA8AAAAJ,8485.0,45.0
80,Chun-Guang Li,BUPT,http://www.pris.net.cn/en/cgli,KhXx4joAAAAJ,2166.0,19.0
81,Weihong Deng,BUPT,http://www.whdeng.cn,1rhBlUEAAAAJ,9312.0,39.0
82,Tao Huang,BUPT,https://sklnst.bupt.edu.cn/content/content.php?p=4_44_125,RWqQ6sMAAAAJ,3463.0,27.0
83,Xiao Bo,BUPT,http://www.pris.ink/index.php/abuot,,,
84,Jinqiao Shi,BUPT,https://scss.bupt.edu.cn/info/1063/3294.htm,,,
85,Fei Su,BUPT,https://teacher.bupt.edu.cn/sufei/en/index/36998/list/index.htm,,,
86,Kai Shuang,BUPT,https://teacher.bupt.edu.cn/shuangkai/en/index.htm,KjjEavgAAAAJ,1590.0,19.0
87,Yonghao Gu,BUPT,https://gyh-bupt.github.io,,,
88,Qiao-Yan Wen,BUPT,https://scss.bupt.edu.cn/info/1063/3558.htm,,,
89,Bin Wu,BUPT,https://scs.bupt.edu.cn/info/1088/1314.htm,qCf-504AAAAJ,4943.0,34.0
90,Bai Wang,BUPT,https://scs.bupt.edu.cn/info/1088/1313.htm,s5INMX8AAAAJ,2857.0,24.0
91,Meina Song,BUPT,https://scs.bupt.edu.cn/info/1088/1787.htm,,,
92,Jianqin Yin,BUPT,https://teacher.bupt.edu.cn/yinjianqin/en/index.htm,,,
93,Shibiao Xu,BUPT,https://teacher.bupt.edu.cn/xushibiao/zh_CN/index.htm,,,
94,Xue-Song Qiu,BUPT,https://scs.bupt.edu.cn/info/1295/2728.htm,,,
95,Huiyuan Fu,BUPT,https://scs.bupt.edu.cn/info/1097/1781.htm,,,
96,Xiaoyong Li,BUPT,https://scss.bupt.edu.cn/info/1063/1147.htm,,,
97,Lin-Na Zhou,BUPT,https://scss.bupt.edu.cn/info/1063/3295.htm,,,
98,Huadong Ma,BUPT,https://scs.bupt.edu.cn/info/1096/1352.htm,A-vcjvUAAAAJ,10951.0,49.0
99,Huici Wu,BUPT,https://scss.bupt.edu.cn/info/1063/3985.htm,NccjAJkAAAAJ,848.0,16.0
100,Sheng Gao,BUPT,http://www.pris.net.cn/introduction/teacher/sheng-gao,V1q9QpgAAAAJ,1632.0,22.0
101,Zhanyu Ma,BUPT,http://www.pris.net.cn/en/zhanyu_ma,5GAAs7IAAAAJ,3771.0,33.0
102,Baiquan Su,BUPT,https://teacher.bupt.edu.cn/subaiquan/zh_CN/index.htm,E9Q_OuMAAAAJ,196.0,7.0
103,Jie Hao,BUPT,https://scss.bupt.edu.cn/info/1063/3808.htm,z26c40QAAAAJ,326.0,9.0
104,Zhonghong Ou,BUPT,https://scs.bupt.edu.cn/info/1089/1790.htm,aYvRNFYAAAAJ,1330.0,18.0
105,Yi-Xian Yang,BUPT,https://scss.bupt.edu.cn/info/1063/1153.htm,,,
106,Anlong Ming,BUPT,http://www.vrobotit.cn/~mal,,,
107,Xiang Cheng,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_108,H39lTV8AAAAJ,2355.0,24.0
108,Licheng Wang,BUPT,https://scss.bupt.edu.cn/info/1063/1166.htm,3-IJ1tsAAAAJ,1991.0,25.0
109,Liang Liu,BUPT,https://scs.bupt.edu.cn/info/1097/1346.htm,,,
110,Junsong Fu,BUPT,https://scss.bupt.edu.cn/info/1063/3982.htm,8xHHuKUAAAAJ,515.0,11.0
111,Ao Zhou,BUPT,https://scs.bupt.edu.cn/info/1287/2704.htm,vRar40cAAAAJ,1600.0,20.0
112,Xiaojie Wang,BUPT,https://www.researchgate.net/profile/Xiaojie-Wang-19,,,
113,Zhongbao Zhang,BUPT,https://scs.bupt.edu.cn/info/1287/2703.htm,8P4rRv8AAAAJ,1856.0,17.0
114,Fangchu Yang,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_94,,,
115,Jing-Yu Wang,BUPT,https://teacher.bupt.edu.cn/wangjingyu/en/index.htm,H441DjwAAAAJ,2411.0,23.0
116,Anfu Zhou,BUPT,https://scs.bupt.edu.cn/info/1100/2285.htm,Es_Rm3AAAAAJ,1115.0,15.0
117,Fang Zhao,BUPT,https://scs.bupt.edu.cn/info/1277/2497.htm,,,
118,Xiaolong Zheng,BUPT,https://xiaolongbupt.github.io,m5uTjOkAAAAJ,1241.0,18.0
119,Baojiang Cui,BUPT,https://scss.bupt.edu.cn/info/1063/1140.htm,,,
120,Qi Qi,BUPT,https://scs.bupt.edu.cn/info/1299/2737.htm,,,
121,Changqiao Xu,BUPT,https://teacher.bupt.edu.cn/cqxu,43GgIzkAAAAJ,2979.0,25.0
122,Xiuzhuang Zhou,BUPT,https://teacher.bupt.edu.cn/ZhouXiuzhuang/zh_CN/index/77985/list/index.htm,7fdccXEAAAAJ,2379.0,20.0
123,Ting Bai,BUPT,https://tbbaby.github.io/baiting_index.html,1mQvSPkAAAAJ,355.0,11.0
124,Sen Su,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_95,JaDhAfsAAAAJ,5143.0,34.0
125,Chuang Zhu,BUPT,https://teacher.bupt.edu.cn/zhuchuang/en/index.htm,FuCo7AkAAAAJ,541.0,11.0
126,Mengwei Xu,BUPT,https://xumengwei.github.io,hFmJwKQAAAAJ,614.0,12.0
127,Si Li,BUPT,https://www.pris.net.cn/introduction/teacher/lisi,,,
128,Xinchen Lyu,BUPT,https://scss.bupt.edu.cn/info/1063/3983.htm,eZOOkb4AAAAJ,1265.0,15.0
129,Shuai Zhao,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_345,,,
130,Jianxin Liao,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_159,,,
131,Jun Guo,BUPT,http://www.pris.net.cn/en/jun-guo,,,
132,Zhe Xue,BUPT,https://scs.bupt.edu.cn/info/1094/1755.htm,,,
133,Kaili Zhao,BUPT,https://zkl20061823.github.io,kRbj_0kAAAAJ,880.0,9.0
134,Junping Du,BUPT,https://scs.bupt.edu.cn/info/1092/1327.htm,,,
135,Linmei Hu,BUPT,https://scs.bupt.edu.cn/info/1089/2292.htm,TN7dWwEAAAAJ,856.0,13.0
136,Cheng Yang,BUPT,http://nlp.csai.tsinghua.edu.cn/~yangcheng,OlLjVUcAAAAJ,4155.0,20.0
137,Chuan Shi,BUPT,http://www.shichuan.org,tUq_v90AAAAJ,7099.0,37.0
138,Fangxiang Feng,BUPT,https://teacher.bupt.edu.cn/fengfangxiang1/en/index.htm,W0O_dfoAAAAJ,1771.0,8.0
139,Renchao Xie,BUPT,https://sites.google.com/site/renchaoxie,sT5_96EAAAAJ,2833.0,23.0
140,Xiao Wang,BUPT,https://wangxiaocs.github.io,MnzarAQAAAAJ,4961.0,30.0
141,Yanhua Yu,BUPT,https://scs.bupt.edu.cn/info/1089/1792.htm,,,
142,Dongliang Xie,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_114,,,
143,Haiyuan Li,BUPT,https://teacher.bupt.edu.cn/lihaiyuan/en/index.htm,,,
144,Shangguang Wang,BUPT,http://www.sguangwang.com,CSrn-jIAAAAJ,6705.0,42.0
145,Yingxia Shao,BUPT,https://shaoyx.github.io,h6gVF8YAAAAJ,921.0,17.0
146,Shaozhang Niu,BUPT,https://teacher.bupt.edu.cn/niushaozhang/en/kyxm/6880/content/1799.htm,,,
147,Dong Zhao,BUPT,https://scs.bupt.edu.cn/info/1097/1348.htm,jZghsyQAAAAJ,1939.0,18.0
148,Shihong Zou,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_120,U6pT5qAAAAAJ,2484.0,21.0
149,Bo Cheng,BUPT,https://int.bupt.edu.cn/content/content.php?p=6_16_134,C57XAcEAAAAJ,3360.0,30.0
150,Horia F. Pop,Babeș-Bolyai University,http://www.cs.ubbcluj.ro/~hfpop,PmrtLngAAAAJ,1006.0,16.0
151,Gabriela Czibula,Babeș-Bolyai University,http://www.cs.ubbcluj.ro/~gabis,0_ybi_oAAAAJ,1543.0,19.0
152,Laura Diosan,Babeș-Bolyai University,http://www.cs.ubbcluj.ro/~lauras,vkTFEd4AAAAJ,625.0,12.0
153,István Gergely Czibula,Babeș-Bolyai University,http://www.cs.ubbcluj.ro/~istvanc,eSWofb8AAAAJ,1032.0,17.0
154,Ido Dagan,Bar-Ilan University,http://u.cs.biu.ac.il/~dagan,YzGAGtoAAAAJ,19052.0,59.0
155,David Sarne,Bar-Ilan University,http://u.cs.biu.ac.il/~sarned,SnvLcLEAAAAJ,1318.0,20.0
156,Tanya Plotkin,Bar-Ilan University,http://cs.biu.ac.il/en/node/648,,,
157,Nathan S. Netanyahu,Bar-Ilan University,http://cs.biu.ac.il/en/node/644,xPv701UAAAAJ,13722.0,29.0
158,Avinatan Hassidim,Bar-Ilan University,http://u.cs.biu.ac.il/~avinatan,CnBvgwcAAAAJ,5561.0,35.0
159,Amihood Amir,Bar-Ilan University,http://u.cs.biu.ac.il/~amir,otHomQ8AAAAJ,5831.0,41.0
160,Shmuel T. Klein,Bar-Ilan University,http://u.cs.biu.ac.il/~tomi,,,
161,Doron A. Peled,Bar-Ilan University,http://u.cs.biu.ac.il/~doronp,XF61SSwAAAAJ,25588.0,50.0
162,Yoav Goldberg,Bar-Ilan University,https://www.cs.bgu.ac.il/~yoavg/uni,0rskDKgAAAAJ,22209.0,57.0
163,Joseph Keshet,Bar-Ilan University,http://u.cs.biu.ac.il/~jkeshet,GoWgJ1AAAAAJ,5609.0,26.0
164,Noa Agmon,Bar-Ilan University,http://u.cs.biu.ac.il/~agmon,arDFD58AAAAJ,2354.0,21.0
165,Tali Kaufman,Bar-Ilan University,http://cs.biu.ac.il/en/node/650,,,
166,Yonatan Aumann,Bar-Ilan University,http://cs.biu.ac.il/en/node/636,0BI-noIAAAAJ,4678.0,35.0
167,Benny Pinkas,Bar-Ilan University,http://www.pinkas.net,tpMNnPwAAAAJ,24845.0,62.0
168,Ariel J. Frank,Bar-Ilan University,http://u.cs.biu.ac.il/~ariel,U9RRxhsAAAAJ,408.0,9.0
169,Gal A. Kaminka,Bar-Ilan University,http://u.cs.biu.ac.il/~galk,AyzlRJwAAAAJ,6994.0,44.0
170,Tsvi Kopelowitz,Bar-Ilan University,https://sites.google.com/site/kopelot,P83OkWUAAAAJ,1186.0,20.0
171,Reut Tsarfaty,Bar-Ilan University,https://nlp.biu.ac.il/~rtsarfaty,0Eome9MAAAAJ,2914.0,19.0
172,Ely Porat,Bar-Ilan University,http://u.cs.biu.ac.il/~porately,uqTfLEgAAAAJ,3967.0,33.0
173,Moshe Lewenstein,Bar-Ilan University,http://u.cs.biu.ac.il/~moshe,r4_ZQ2AAAAAJ,3415.0,33.0
174,Andrew Y. Lindell,Bar-Ilan University,https://u.cs.biu.ac.il/~lindell,7JK9h1MAAAAJ,20811.0,63.0
175,Sarit Kraus,Bar-Ilan University,http://u.cs.biu.ac.il/~sarit,PfgeYGwAAAAJ,25843.0,74.0
176,Gilad Asharov,Bar-Ilan University,https://u.cs.biu.ac.il/~asharog,3F3k5ykAAAAJ,1980.0,19.0
177,Jacob Goldberger,Bar-Ilan University,http://www.eng.biu.ac.il/goldbej,vgzrOK4AAAAJ,10781.0,45.0
178,Moshe Koppel,Bar-Ilan University,http://u.cs.biu.ac.il/~koppel,qZGY6TEAAAAJ,10335.0,43.0
179,Yael Amsterdamer,Bar-Ilan University,https://u.cs.biu.ac.il/~amstery,70iHzEUAAAAJ,1479.0,17.0
180,Liam Roditty,Bar-Ilan University,https://u.cs.biu.ac.il/~liamr,UY5xtq0AAAAJ,3232.0,31.0
181,Eva Hornecker,Bauhaus University Weimar,https://www.uni-weimar.de/en/media/institutes/digital-bauhaus-lab/people/prof-dr-eva-hornecker,D-F9a1AAAAAJ,6964.0,40.0
182,Andreas Jakoby,Bauhaus University Weimar,https://www.uni-weimar.de/de/medien/struktur/fachbereich-medieninformatik/professuren,,,
183,Stefan Lucks,Bauhaus University Weimar,https://www.uni-weimar.de/de/medien/professuren/medieninformatik/mediensicherheit/people/stefan-lucks,,,
184,Günther Schatter,Bauhaus University Weimar,https://www.uni-weimar.de/de/medien/professuren/medieninformatik/vernetzte-medien/personen/apl-prof-dr-guenther-schatter,,,
185,Jan Ehlers,Bauhaus University Weimar,https://www.uni-weimar.de/en/media/chairs/computer-science-department/usability-research-group/group/vertretungs-professor-dr-jan-ehlers,,,
186,Charles Albert Wüthrich,Bauhaus University Weimar,https://www.uni-weimar.de/de/medien/professuren/medieninformatik/grafische-datenverarbeitung,,,
187,Benno Stein,Bauhaus University Weimar,https://www.uni-weimar.de/en/media/chairs/computer-science-department/webis/people/stein,,,
188,Volker Rodehorst,Bauhaus University Weimar,https://www.uni-weimar.de/de/medien/professuren/medieninformatik/computer-vision,,,
189,Bernd Froehlich,Bauhaus University Weimar,https://www.uni-weimar.de/en/media/chairs/computer-science-department/vr/people/17882,xkrZ7MYAAAAJ,6116.0,35.0
190,Xiao Bai,Beihang University,http://scse.buaa.edu.cn/info/1014/2952.htm,,,
191,Mingfa Zhu,Beihang University,http://scse.buaa.edu.cn/info/1078/2635.htm,,,
192,Zhou-Jun Li,Beihang University,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=119802,e-4LoEcAAAAJ,7280.0,43.0
193,Zhong Zhou,Beihang University,http://scse.buaa.edu.cn/info/1078/2679.htm,sWbTqxEAAAAJ,1007.0,15.0
194,Hongxu Jiang,Beihang University,http://scse.buaa.edu.cn/info/1022/3017.htm,,,
195,Richong Zhang,Beihang University,http://act.buaa.edu.cn/zhangrc,bjFPXksAAAAJ,1608.0,22.0
196,Yunhong Wang,Beihang University,http://irip.buaa.edu.cn/yhwang,0ez7lA0AAAAJ,21423.0,66.0
197,Wenzhong Tang,Beihang University,http://graduate.buaa.edu.cn/TutorInfo.jsp?id=15386,,,
198,Di Huang,Beihang University,http://irip.buaa.edu.cn/dihuang,rTQ9XoQAAAAJ,5929.0,35.0
199,Si Liu,Beihang University,http://www.colalab.org/people,,,
200,Zhang Xiong,Beihang University,http://scse.buaa.edu.cn/info/1078/2637.htm,_ut22Y0AAAAJ,391.0,7.0
201,Shilong Ma,Beihang University,http://scse.buaa.edu.cn/info/1078/2644.htm,,,
202,Jinpeng Huai,Beihang University,http://act.buaa.edu.cn/huaijp,,,
203,Yongxin Tong,Beihang University,http://sites.nlsde.buaa.edu.cn/~yxtong,aeCHfDIAAAAJ,5821.0,32.0
204,Xianglong Liu,Beihang University,http://www.nlsde.buaa.edu.cn/~xlliu,8VY7ZDcAAAAJ,5212.0,39.0
205,Wei Wu,Beihang University,http://scse.buaa.edu.cn/info/1078/2642.htm,,,
206,Hailong Sun,Beihang University,http://act.buaa.edu.cn/hsun,HWOWCdcAAAAJ,2879.0,26.0
207,Jia Li,Beihang University,http://arts.buaa.edu.cn/staff/jiali/index.htm,BfWMlE4AAAAJ,5190.0,29.0
208,Xudong Liu,Beihang University,http://scse.buaa.edu.cn/info/1078/2646.htm,,,
209,Dianfu Ma,Beihang University,http://scse.buaa.edu.cn/info/1078/2638.htm,,,
210,Kai Hu,Beihang University,http://scse.buaa.edu.cn/info/1020/2961.htm,,,
211,Jianxin Li,Beihang University,http://act.buaa.edu.cn/lijx,EY2lqD0AAAAJ,3975.0,32.0
212,Chunming Hu,Beihang University,http://scse.buaa.edu.cn/info/1020/2988.htm,,,
213,Biao Leng,Beihang University,http://scse.buaa.edu.cn/info/1024/2975.htm,zQqJW3gAAAAJ,1354.0,20.0
214,Jianwei Niu,Beihang University,http://scse.buaa.edu.cn/info/1078/2664.htm,,,
215,Yuebin Bai,Beihang University,http://scse.buaa.edu.cn/info/1078/2662.htm,,,
216,Qinping Zhao,Beihang University,http://scse.buaa.edu.cn/info/1084/2894.htm,,,
217,Yongfei Zhang,Beihang University,http://scse.buaa.edu.cn/info/1038/3014.htm,5nKXtoUAAAAJ,713.0,14.0
218,Chunhe Xia,Beihang University,http://scse.buaa.edu.cn/info/1078/2651.htm,,,
219,Wei Li,Beihang University,http://sites.nlsde.buaa.edu.cn/~liwei,,,
220,Limin Xiao,Beihang University,http://scse.buaa.edu.cn/info/1078/2653.htm,,,
221,Weifeng Lv,Beihang University,http://scse.buaa.edu.cn/info/1078/2658.htm,,,
222,Shuzhen Yao,Beihang University,http://scse.buaa.edu.cn/info/1078/2649.htm,,,
223,Xiang Long,Beihang University,http://scse.buaa.edu.cn/info/1078/2641.htm,,,
224,Chao Liu,Beihang University,http://scse.buaa.edu.cn/info/1078/2640.htm,,,
225,Bo Lang,Beihang University,http://scse.buaa.edu.cn/info/1078/2660.htm,hJPk2PQAAAAJ,2550.0,26.0
226,Yue Qi,Beihang University,http://scse.buaa.edu.cn/info/1078/2661.htm,,,
227,Sebastian Wandelt,Beihang University,http://m3nets.de/group/sw.html,lL0jebkAAAAJ,1809.0,24.0
228,Aimin Hao,Beihang University,http://scse.buaa.edu.cn/info/1078/2654.htm,,,
229,Ke Xu,Beihang University,http://sites.nlsde.buaa.edu.cn/~kexu,,,
230,Shuai Ma,Beihang University,http://mashuai.buaa.edu.cn,vJUjFpQAAAAJ,4253.0,31.0
231,Xiao-Ming Zhang,Beihang University,http://scse.buaa.edu.cn/info/1038/3052.htm,,,
