,Name,affiliation,homepage,scholar-id,citations,h-index
1040,Helen Cameron,University of Manitoba,http://www.cs.umanitoba.ca/~hacamero,,,
1041,Carson K. Leung,University of Manitoba,http://www.cs.umanitoba.ca/~kleung,,,
1042,Franklin Bristow,University of Manitoba,http://www.cs.umanitoba.ca/~fbristow,,,
1043,William Kocay,University of Manitoba,http://www.combinatorialmath.ca/billkocay.html,,,
1044,A. Neil Arnason,University of Manitoba,http://www.cs.umanitoba.ca/~arnason,,,
1045,Ben Li,University of Manitoba,http://www.cs.umanitoba.ca/~lipakc,BW8YKc0AAAAJ,1358.0,13.0
1046,John Van Rees,University of Manitoba,http://www.cs.umanitoba.ca/~vanrees,,,
1047,Peter C. J. Graham,University of Manitoba,http://www.cs.umanitoba.ca/~pgraham,,,
1048,Yang Wang,University of Manitoba,http://www.cs.umanitoba.ca/~ywang,,,
1049,Rasit Eskicioglu,University of Manitoba,http://www.cs.umanitoba.ca/~rasit,,,
1050,Parimala Thulasiraman,University of Manitoba,http://www.cs.umanitoba.ca/~thulasir,h7as9D4AAAAJ,2015.0,22.0
1051,Ruppa (Tulsi) Thulasiram,University of Manitoba,http://www.cs.umanitoba.ca/~tulsi,TGbbksEAAAAJ,2667.0,25.0
1052,Christina Penner,University of Manitoba,http://umanitoba.ca/faculties/science/people/755.html,,,
1053,Noman Mohammed,University of Manitoba,http://www.cs.umanitoba.ca/~noman,,,
1054,James E. Young,University of Manitoba,http://home.cs.umanitoba.ca/~young,fTpGmI8AAAAJ,1851.0,22.0
1055,Frederik Armknecht,University of Mannheim,https://ls.wim.uni-mannheim.de/de/ths/arbeitsgruppe/mitarbeiter/prof-dr-frederik-armknecht,,,
1056,Matthias Krause,University of Mannheim,https://ls.wim.uni-mannheim.de/de/ths/arbeitsgruppe/mitarbeiter/prof-dr-matthias-krause,,,
1057,Alfred Ultsch,University of Marburg,https://www.uni-marburg.de/fb12/arbeitsgruppen/datenbionik/mitarbeiter,,,
1058,Thorsten Thormählen,University of Marburg,https://www.uni-marburg.de/fb12/arbeitsgruppen/grafikmultimedia/team/thormae,,,
1059,Christoph Bockisch,University of Marburg,https://www.uni-marburg.de/fb12/arbeitsgruppen/psw,,,
1060,Michael P. Cummings,University of Maryland - College Park,https://www.cs.umd.edu/people/mcummin1,,,
1061,Ramani Duraiswami,University of Maryland - College Park,http://www.umiacs.umd.edu/~ramani,,,
1062,James A. Reggia,University of Maryland - College Park,https://www.cs.umd.edu/~reggia,,,
1063,Gorjan Alagic,University of Maryland - College Park,http://www.alagic.org,,,
1064,Adam A. Porter,University of Maryland - College Park,https://www.cs.umd.edu/users/aporter,jRh5InEAAAAJ,7574.0,43.0
1065,Ashok K. Agrawala,University of Maryland - College Park,https://www.cs.umd.edu/users/agrawala,kjXY7fMAAAAJ,13212.0,51.0
1066,William C. Regli,University of Maryland - College Park,https://www.cs.umd.edu/people/regli,-MSUomIAAAAJ,7513.0,45.0
1067,William Gasarch,University of Maryland - College Park,https://www.cs.umd.edu/users/gasarch,SVRgM5EAAAAJ,2144.0,23.0
1068,Nicholas Roussopoulos,University of Maryland - College Park,https://www.cs.umd.edu/users/nick,tia0DoIE6XUJ,14620.0,47.0
1069,A. Udaya Shankar,University of Maryland - College Park,https://www.cs.umd.edu/users/shankar,,,
1070,Marine Carpuat,University of Maryland - College Park,http://www.cs.umd.edu/~marine,iPAX6jcAAAAJ,2805.0,30.0
1071,Donald Yeung,University of Maryland - College Park,https://ece.umd.edu/~yeung,U06PO6kAAAAJ,3105.0,26.0
1072,James M. Purtilo,University of Maryland - College Park,https://seam.cs.umd.edu/purtilo,,,
1073,Dana Dachman-Soled,University of Maryland - College Park,https://ece.umd.edu/~danadach,Ss009KUAAAAJ,1739.0,25.0
1074,Ramalingam Chellappa,University of Maryland - College Park,http://cs.umd.edu/people/chella,L60tuywAAAAJ,86100.0,135.0
1075,Ankur Srivastava,University of Maryland - College Park,https://www.cs.umd.edu/people/ankurs,4rZm0hsAAAAJ,5236.0,34.0
1076,Bobby Bhattacharjee,University of Maryland - College Park,http://www.cs.umd.edu/~bobby,,,
1077,Clyde P. Kruskal,University of Maryland - College Park,https://www.cs.umd.edu/people/ckruskal,,,
1078,Pete Keleher,University of Maryland - College Park,https://www.cs.umd.edu/people/keleher,,,
1079,Weibo Gong,University of Massachusetts Amherst,https://ece.umass.edu/faculty/weibo-gong,,,
1080,James Allan,University of Massachusetts Amherst,https://ciir.cs.umass.edu/~allan,,,
1081,James F. Kurose,University of Massachusetts Amherst,http://www-net.cs.umass.edu/personnel/kurose.html,,,
1082,Stefan Krastanov,University of Massachusetts Amherst,https://blog.krastanov.org/,,,
1083,Hui Guan,University of Massachusetts Amherst,https://guanh01.github.io,rfPAfBkAAAAJ,119.0,8.0
1084,Sunghoon Ivan Lee,University of Massachusetts Amherst,http://www.sunghoonivanlee.com,uxmcDu8AAAAJ,1139.0,20.0
1085,Ramesh K. Sitaraman,University of Massachusetts Amherst,https://www.cics.umass.edu/~ramesh,Hj4o7GYAAAAJ,8886.0,45.0
1086,David A. Mix Barrington,University of Massachusetts Amherst,https://www.cics.umass.edu/~barring,,,
1087,Donghyun Kim,University of Massachusetts Amherst,https://dhkim0821.github.io,,,
1088,Justin Domke,University of Massachusetts Amherst,https://www.cics.umass.edu/faculty/directory/domke-justin,,,
1089,Roderic A. Grupen,University of Massachusetts Amherst,https://www.cics.umass.edu/faculty/directory/grupen_roderic,RRvi_NcAAAAJ,5309.0,37.0
1090,Elizabeth O'Neil,University of Massachusetts Boston,http://www.cs.umb.edu/people/Elizabeth_O'Neil,,,
1091,Nurit Haspel,University of Massachusetts Boston,http://www.cs.umb.edu/~nurith,,,
1092,Peter Fejer,University of Massachusetts Boston,http://www.cs.umb.edu/~fejer,,,
1093,Byung-Guk Kim,University of Massachusetts Lowell,https://www.uml.edu/Sciences/computer-science/faculty/kim-byung-guk.aspx,,,
1094,Cindy X. Chen,University of Massachusetts Lowell,http://www.cs.uml.edu/~cchen,,,
1095,Sirong Lin,University of Massachusetts Lowell,https://www.uml.edu/Sciences/computer-science/faculty/Lin-Sirong.aspx,,,
1096,Tingjian Ge,University of Massachusetts Lowell,http://www.cs.uml.edu/~ge,,,
1097,Raymond D. Gumb,University of Massachusetts Lowell,http://www.cs.uml.edu/~gumb,,,
1098,Giampiero Pecelli,University of Massachusetts Lowell,https://www.uml.edu/Sciences/computer-science/faculty/pecelli-giampiero.aspx,,,
1099,Patrick D. Krolak,University of Massachusetts Lowell,http://www.alumni.uml.edu/s/1355/lowell/nophoto.aspx?sid=1355&gid=4&pgid=1157,,,
1100,Karen Daniels,University of Massachusetts Lowell,http://www.cs.uml.edu/~kdaniels,,,
1101,Graeme G. Shanks,University of Melbourne,http://people.eng.unimelb.edu.au/gshanks,,,
1102,Wally Smith,University of Melbourne,http://www.msi.unimelb.edu.au/people/wally-smith,,,
1103,Alex Lopez-Lorca,University of Melbourne,http://people.eng.unimelb.edu.au/tmiller,H89SXqUAAAAJ,415.0,11.0
1104,Gil A. Tidhar,University of Melbourne,http://findanexpert.unimelb.edu.au/display/person62807,,,
1105,Shanika A. Karunasekera,University of Melbourne,http://findanexpert.unimelb.edu.au/display/person18115,_1C8OeUAAAAJ,4638.0,32.0
1106,Martin R. Gibbs,University of Melbourne,http://people.eng.unimelb.edu.au/martinrg/recent_pubs.html,3ouO-WsAAAAJ,6352.0,44.0
1107,Philip W. Dart,University of Melbourne,https://findanexpert.unimelb.edu.au/display/person56684,6DTOhAEAAAAJ,1162.0,16.0
1108,Melissa J. Rogerson,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/692202-melissa-rogerson,-HAQHh8AAAAJ,273.0,8.0
1109,Sherah Kurnia,University of Melbourne,https://findanexpert.unimelb.edu.au/display/person6535,RMK8TGsAAAAJ,4110.0,30.0
1110,Christoph Treude,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/893490-christoph-treude,-ie8QFEAAAAJ,4424.0,36.0
1111,Sajjan G. Shiva,University of Memphis,https://www.memphis.edu/cs/people/faculty_pages/sajjan-shiva.php,rDMVc08AAAAJ,2956.0,25.0
1112,Thomas M. Watson,University of Memphis,https://www.memphis.edu/accolades/college-awards/ecra.php,,,
1113,Max H. Garzon,University of Memphis,https://www.memphis.edu/cs/people/faculty_pages/max-garzon.php,,,
1114,Deepak Venugopal,University of Memphis,https://www.memphis.edu/cs/people/faculty_pages/deepak-venugopal.php,,,
1115,Mahsa Mirzargar,University of Miami,https://ccs.miami.edu/team_member/mahsa-mirzargar-phd,,,
1116,Burton Rosenberg,University of Miami,http://www.cs.miami.edu/~burt,,,
1117,Victor J. Milenkovic,University of Miami,http://www.cs.miami.edu/~vjm,,,
1118,Stefan Wuchty,University of Miami,http://www.as.miami.edu/csc/people/faculty/dr-stefan-wuchty,,,
1119,Edmund H. Durfee,University of Michigan,http://ai.eecs.umich.edu/people/durfee,B24HrXkAAAAJ,15634.0,61.0
1120,Elliot Soloway,University of Michigan,http://www.soe.umich.edu/people/profile/elliot_soloway,,,
1121,Joyce Chai,University of Michigan,https://web.eecs.umich.edu/~chaijy,,,
1122,Demosthenis Teneketzis,University of Michigan,http://web.eecs.umich.edu/~teneket,,,
1123,Justin Johnson,University of Michigan,https://cs.stanford.edu/people/jcjohns,,,
1124,Sugih Jamin,University of Michigan,http://web.eecs.umich.edu/~sugih,,,
1125,Scott A. Mahlke,University of Michigan,http://web.eecs.umich.edu/~mahlke,-XpZ4fgAAAAJ,18985.0,73.0
1126,Marios C. Papaefthymiou,University of Michigan,http://web.eecs.umich.edu/~marios,,,
1127,Kevin J. Compton,University of Michigan,http://web.eecs.umich.edu/~kjc,,,
1128,Z. Morley Mao,University of Michigan,http://web.eecs.umich.edu/~zmao,,,
1129,Gregory H. Wakefield,University of Michigan,http://mcubed.umich.edu/users/ghw,,,
1130,Al Hero,University of Michigan,http://web.eecs.umich.edu/~hero,DSiNzkIAAAAJ,33390.0,78.0
1131,Jenna Wiens,University of Michigan,http://www-personal.umich.edu/~wiensj,fvEfKxkAAAAJ,2093.0,23.0
1132,Marouane Kessentini,University of Michigan-Dearborn,http://kessentini.net,,,
1133,Qiang Zhu,University of Michigan-Dearborn,https://umdearborn.edu/users/qzhu,,,
1134,Feng Qian,University of Minnesota,https://www-users.cs.umn.edu/~fengqian,,,
1135,Ravi Janardan,University of Minnesota,http://umn.edu/home/janardan,,,
1136,Stephen McCamant,University of Minnesota,http://www-users.cs.umn.edu/~mccamant,,,
1137,Pen-Chung Yew,University of Minnesota,http://www-users.cs.umn.edu/~yew,,,
1138,Antonia Zhai,University of Minnesota,http://www-users.cs.umn.edu/~zhai,,,
1139,Rui Kuang,University of Minnesota,http://www-users.cs.umn.edu/~kuang,,,
1140,Youcef Saad,University of Minnesota,http://www-users.cs.umn.edu/~saad,,,
1141,Mats Per Erik Heimdahl,University of Minnesota,http://www.umsec.umn.edu/directory/mats-heimdahl,a1VRT-wAAAAJ,6020.0,37.0
1142,David H. C. Du,University of Minnesota,http://www-users.cs.umn.edu/~du,WLj7-YcAAAAJ,11249.0,55.0
1143,Jianxia Xue,University of Mississippi,https://www.cs.olemiss.edu/people/xue_jianxia,,,
1144,Feng Wang,University of Mississippi,https://john.cs.olemiss.edu/~fwang/Home.htm,,,
1145,Byunghyun Jang,University of Mississippi,http://www.olemiss.edu/people/bjang,,,
1146,Dawn E. Wilkins,University of Mississippi,http://flagshipconstellations.olemiss.edu/leaders/dawn-wilkins,vNspG44AAAAJ,3832.0,19.0
1147,Yunxin Zhao,University of Missouri,https://engineering.missouri.edu/faculty/yunxin-zhao,,,
1148,Jeffrey K. Uhlmann,University of Missouri,https://engineering.missouri.edu/faculty/jeffrey-uhlmann,,,
1149,Michael Jurczyk,University of Missouri,https://engineering.missouri.edu/faculty/michael-jurczyk,,,
1150,Youssef Saab,University of Missouri,https://engineering.missouri.edu/faculty/youssef-saab,,,
1151,Kannappan Palaniappan,University of Missouri,https://engineering.missouri.edu/faculty/kannappan-palaniappan,k9IKW4UAAAAJ,14316.0,49.0
1152,Zhihai He,University of Missouri,https://engineering.missouri.edu/faculty/zhihai-henry-he,wtr6OgkAAAAJ,7169.0,40.0
1153,Toni Kazic,University of Missouri,https://engineering.missouri.edu/faculty/toni-kazic,cGB4-3QAAAAJ,487.0,12.0
1154,Ye Duan,University of Missouri,http://engineers.missouri.edu/duanye,lJvwEx8AAAAJ,3445.0,24.0
1155,William Harrison,University of Missouri,https://engineering.missouri.edu/faculty/william-harrison,5WGzcwMAAAAJ,2945.0,21.0
1156,Xinhua Zhuang,University of Missouri,https://engineering.missouri.edu/tag/xinhua-zhuang,,,
1157,Xiaojun Shen,University of Missouri - Kansas City,http://sce2.umkc.edu/csee/shenx,,,
1158,Yijie Han,University of Missouri - Kansas City,http://h.web.umkc.edu/hanyij/html/index.htm,,,
1159,Jerome Knopp,University of Missouri - Kansas City,https://sce.umkc.edu/about/directory/name/jerome-knopp-ph-d,,,
1160,Reza Derakhshani,University of Missouri - Kansas City,https://info.umkc.edu/scenews/tag/reza-derakhshani,3F4J3X0AAAAJ,2762.0,28.0
1161,Vijay Kumar,University of Missouri - Kansas City,http://k.web.umkc.edu/kumarv/index.html,7GYT1LMAAAAJ,7959.0,36.0
1162,Jerry Place,University of Missouri - Kansas City,http://medicine.kumc.edu,,,
1163,Stefano Ricciardi,University of Molise,http://docenti.unimol.it/index.php?u=s.ricciardi,,,
1164,Jean-Yves Potvin,University of Montreal,http://www.iro.umontreal.ca/~potvin,CtGMLsMAAAAJ,20075.0,58.0
1165,Pierre-Louis Bellec,University of Montreal,http://diro.umontreal.ca/repertoire-departement/vue/bellec-pierre-louis,,,
1166,Nadia El-Mabrouk,University of Montreal,http://www.iro.umontreal.ca/~mabrouk,,,
1167,Bernard Gendron,University of Montreal,https://www.iro.umontreal.ca/~gendron,jYfNlfAAAAAJ,5094.0,38.0
1168,Louis Salvail,University of Montreal,http://www.iro.umontreal.ca/~salvail,,,
1169,Stefan Monnier,University of Montreal,https://www.iro.umontreal.ca/~monnier,,,
1170,Abdelhakim Hafid,University of Montreal,http://www.iro.umontreal.ca/~ahafid,jx_cUucAAAAJ,132.0,4.0
1171,Glen Berseth,University of Montreal,http://www.fracturedplane.com,-WZcuuwAAAAJ,1590.0,17.0
1172,Marc Feeley,University of Montreal,http://www.iro.umontreal.ca/~feeley,,,
1173,Philippe Langlais,University of Montreal,http://www.iro.umontreal.ca/~felipe,VHd-kDEAAAAJ,3109.0,30.0
1174,Miklós Csürös,University of Montreal,http://www.iro.umontreal.ca/~csuros,xoojTgcAAAAJ,4588.0,22.0
1175,Gena Hahn,University of Montreal,http://www.iro.umontreal.ca/~hahn,,,
1176,Max Mignotte,University of Montreal,http://www.iro.umontreal.ca/~mignotte,,,
1177,François Major,University of Montreal,http://www.iro.umontreal.ca/~major,to7tpNwAAAAJ,6291.0,36.0
1178,Sylvie Hamel,University of Montreal,http://www.iro.umontreal.ca/~hamelsyl,Xohi3bwAAAAJ,827.0,19.0
1179,Bernhard Thomaszewski,University of Montreal,http://www-labs.iro.umontreal.ca/~bernhard,IDw2HJAAAAAJ,3515.0,35.0
1180,Jesualdo Tomás Fernández-Breis,University of Murcia,http://webs.um.es/jfernand/miwiki/doku.php,,,
1181,Benjamin Risse,University of Münster,https://www.uni-muenster.de/Informatik.AGRisse/people/risse.shtml,,,
1182,Martin Dugas,University of Münster,https://www.medizin.uni-muenster.de/fakultaet/fakultaet/personen-preise/details/?uid=92&L=0,,,
1183,Bernd Hellingrath,University of Münster,https://www.wi.uni-muenster.de/de/institut/logistik/personen/bernd-hellingrath,,,
1184,Jan Vahrenhold,University of Münster,https://www.uni-muenster.de/Informatik.AGVahrenhold/personen/prof.dr.janvahrenhold/index.html,,,
1185,Markus Müller-Olm,University of Münster,https://www.uni-muenster.de/Informatik.AGMueller-Olm/people/mmo,,,
1186,Marco Thomas,University of Münster,http://ddi.uni-muenster.de/ab/pe,8EYyC1MAAAAJ,4838.0,28.0
1187,Berthe Y. Choueiry,University of Nebraska,http://cse.unl.edu/~choueiry,7OEsDcQAAAAJ,1034.0,17.0
1188,Ashok Samal,University of Nebraska,http://cse.unl.edu/~samal,,,
1189,Vinodchandran Variyam,University of Nebraska,http://cse.unl.edu/~vinod,,,
1190,Hau Chan,University of Nebraska,https://cse.unl.edu/~hchan,,,
1191,Robert Dyer,University of Nebraska,https://go.unl.edu/rdyer,,,
1192,Qiuming Zhu,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/qiuming-zhu.php,,,
1193,Mahadevan Subramaniam,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/mahadevan-subramaniam.php,,,
1194,Jon Youn,University of Nebraska - Omaha,https://www.cune.edu,,,
1195,Hassan A. Farhat,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/hassan-farhat.php,,,
1196,Harvey P. Siy,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/harvey-siy.php,hxhRszYAAAAJ,2891.0,20.0
1197,Stanley A. Wileman,University of Nebraska - Omaha,http://cs2.ist.unomaha.edu/~stanw,,,
1198,Myoungkyu Song,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/myoungkyu-song.php,,,
1199,Hai-Feng Guo,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/haifeng-guo.php,,,
1200,Azad Azadmanesh,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/azad-azadmanesh.php,,,
1201,Prithviraj Dasgupta,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/prithviraj-dasgupta.php,mc__RjcAAAAJ,2259.0,23.0
1202,Zhengxin Chen,University of Nebraska - Omaha,https://www.unomaha.edu/college-of-information-science-and-technology/about/faculty-staff/zhengxin-chen.php,,,
1203,George Bebis,University of Nevada,https://www.cse.unr.edu/~bebis,,,
1204,Yantao Shen,University of Nevada,https://www.unr.edu/ebme/people/yantao-shen,,,
1205,Evangelos A. Yfantis,University of Nevada Las Vegas,https://www.unlv.edu/people/dr-evangelos-yfantis,,,
1206,Laxmi P. Gewali,University of Nevada Las Vegas,http://www.egr.unlv.edu/~laxmi,rD5CNzoAAAAJ,863.0,14.0
1207,John T. Minor,University of Nevada Las Vegas,https://www.unlv.edu/people/dr-john-minor,cR_wyHkAAAAJ,18.0,2.0
1208,Kazem Taghva,University of Nevada Las Vegas,https://www.unlv.edu/people/kazem-taghva,HyKT_cgAAAAJ,2214.0,22.0
1209,Zuopeng (Justin) Zhang,University of Nevada Las Vegas,http://www.ilabsite.org,,,
1210,Hal Berghel,University of Nevada Las Vegas,http://www.berghel.net/home.php,,,
1211,Ju-yeon Jo,University of Nevada Las Vegas,http://joj5.faculty.unlv.edu,,,
1212,Przemyslaw Pochec,University of New Brunswick,https://www.cs.unb.ca/people/pochec,,,
1213,Patricia A. Evans,University of New Brunswick,http://www.cs.unb.ca/~pevans,,,
1214,Weichang Du,University of New Brunswick,https://www.cs.unb.ca/~wdu,,,
1215,David Bremner,University of New Brunswick,http://www.cs.unb.ca/~bremner,,,
1216,James L. Weiner,University of New Hampshire,http://www.cs.unh.edu/Faculty/jlw.html,,,
1217,Michel Charpentier,University of New Hampshire,http://www.cs.unh.edu/~charpov,,,
1218,Gruia-Catalin Roman,University of New Mexico,http://www.cs.unm.edu/directory/faculty-profiles/gruia-catalin-roman.html,P4aWmYEAAAAJ,9367.0,46.0
1219,Shengru Tu,University of New Orleans,http://new.uno.edu/profile/faculty/shengru_tu,,,
1220,Mahdi Abdelguerfi,University of New Orleans,http://new.uno.edu/profile/faculty/mahdi_abdelguerfi,,,
1221,Andreas Savva,University of Nicosia,https://www.unic.ac.cy/savva-andreas,,,
1222,George Portides,University of Nicosia,https://www.unic.ac.cy/portides-george,,,
1223,Stavros Pouloukas,University of Nicosia,https://www.unic.ac.cy/pouloukas-stavros,,,
1224,Charalambos Christou,University of Nicosia,https://www.unic.ac.cy/christou-charalambos,,,
1225,Marios Christou,University of Nicosia,https://www.unic.ac.cy/christou-marios,,,
1226,Michael J. Fern,University of North Carolina,http://cs.unc.edu/people/michael-j-fern,,,
1227,Stan Ahalt,University of North Carolina,http://cs.unc.edu/people/stan-ahalt,JAA6M9QAAAAJ,3761.0,27.0
1228,Julian G. Rosenman,University of North Carolina,http://cs.unc.edu/people/julian-rosenman,,,
1229,Shashank Srivastava,University of North Carolina,https://www.ssriva.com,-vKI5s0AAAAJ,609.0,12.0
1230,David Stotts,University of North Carolina,http://www.cs.unc.edu/~stotts,,,
1231,Ron Alterovitz,University of North Carolina,https://www.cs.unc.edu/~ron,,,
1232,Montek Singh,University of North Carolina,https://www.cs.unc.edu/~montek,,,
1233,Robert Akl,University of North Texas,http://www.cse.unt.edu/~rakl/index.html,,,
1234,Hui Zhao,University of North Texas,http://www.cse.unt.edu/~huizhao,,,
1235,Jung-Hwan Oh,University of North Texas,http://www.cse.unt.edu/~jhoh,HnYb_PEAAAAJ,5894.0,44.0
1236,Philip H. Sweany,University of North Texas,http://www.cse.unt.edu/~sweany,,,
1237,R. V. Dantu,University of North Texas,http://www.cse.unt.edu/~rdantu/index.html,,,
1238,Wei Jin,University of North Texas,http://www.cse.unt.edu/~weijin,,,
1239,Rodney D. Nielsen,University of North Texas,http://www.cse.unt.edu/~nielsen,6GN3BG8AAAAJ,1521.0,19.0
1240,Yih-Fang Huang,University of Notre Dame,http://www3.nd.edu/~huang,,,
1241,X. Sharon Hu,University of Notre Dame,http://www3.nd.edu/~shu,,,
1242,Panos J. Antsaklis,University of Notre Dame,http://www3.nd.edu/~pantsakl,LtsPBc8AAAAJ,30796.0,79.0
1243,Toby Jia-Jun Li,University of Notre Dame,https://cse.nd.edu/faculty/toby-jia-jun-li,-qCUO0kAAAAJ,644.0,14.0
1244,Armaghan Moemeni,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/armaghan.moemeni,-HmwafMAAAAJ,151.0,7.0
1245,Gail Hopkins,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/gail.hopkins,,,
1246,Alexander P. Turner,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/alexander.turner,syobBzMAAAAJ,357.0,9.0
1247,Ayse Küçükyilmaz,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/ayse.kucukyilmaz,UHir6TQAAAAJ,603.0,10.0
1248,John K. Antonio,University of Oklahoma,http://www.ou.edu/coe/cs/people/antonio,,,
1249,Deborah Anne Trytten,University of Oklahoma,https://www.mylife.com/deborah-trytten/e831396376542,wmpx67kAAAAJ,1153.0,14.0
1250,Le Gruenwald,University of Oklahoma,http://www.ou.edu/coe/cs/people/gruenwald,,,
1251,Sudarshan K. Dhall,University of Oklahoma,http://www.ou.edu/coe/cs/people/dhall,,,
1252,Chang-Wook Kim,University of Oklahoma,http://www.ou.edu/coe/cs/people/ckim,ShmtBPIAAAAJ,65529.0,103.0
1253,S. Lakshmivarahan,University of Oklahoma,http://www.ou.edu/coe/cs/people/varahan,SverXLoAAAAJ,3563.0,27.0
1254,Christan Earl Grant,University of Oklahoma,http://www.ou.edu/coe/cs/people/cgrant,,,
1255,K. Thulasiraman,University of Oklahoma,http://www.ou.edu/coe/cs/people/thulasi,,,
1256,Ira Diethelm,University of Oldenburg,https://uol.de/ddi/personen/prof-dr-ira-diethelm,,,
1257,Andreas Winter,University of Oldenburg,https://uol.de//en/computingscience/se/group/andreas-winter,,,
1258,Werner Damm,University of Oldenburg,https://uol.de//ses/personen/werner-damm,,,
1259,Sergej Fatikow,University of Oldenburg,https://uol.de/informatik/amir/personen/prof-dr-ing-habil-sergej-fatikow,,,
1260,Jorge Marx Gómez,University of Oldenburg,https://uol.de/jorge-marx-gomez,,,
1261,Oliver E. Theel,University of Oldenburg,https://uol.de/svs/personen/oliver-theel,,,
1262,Frank Köster,University of Oldenburg,https://uol.de/its/personen/prof-dr-frank-koester,,,
1263,Chris Wilson,University of Oregon,http://ix.cs.uoregon.edu/~cwilson,,,
1264,Brittany A. Erickson,University of Oregon,https://ix.cs.uoregon.edu/~bae,,,
1265,Sigrid Knust,University of Osnabrück,http://www2.inf.uos.de/knust,,,
1266,Elke Pulvermüller,University of Osnabrück,https://www.informatik.uni-osnabrueck.de/arbeitsgruppen/software_engineering/people/pulvermueller_elke.html,,,
1267,Norbert De Lange,University of Osnabrück,https://www.informatik.uni-osnabrueck.de/institut/personen.html,,,
1268,Nils Aschenbruck,University of Osnabrück,http://sys.cs.uos.de/aschenbruck/index_en.shtml,QH3VOP4AAAAJ,2245.0,19.0
1269,Richard A. O'Keefe,University of Otago,http://www.cs.otago.ac.nz/staff/richard.html,,,
1270,Willem Adrian Labuschagne,University of Otago,http://www.jucs.org/jucs_articles_by_author/Labuschagne_Willem_Adrian,,,
1271,Geoff Wyvill,University of Otago,http://www.cs.otago.ac.nz/staff/Geoff_Wyvill,,,
1272,Sandy Garner,University of Otago,http://www.cs.otago.ac.nz/staff/Sandy_Garner,,,
1273,Tet Hin Yeap,University of Ottawa,https://engineering.uottawa.ca/eecs/people/yeap-tet,7C5FJOwAAAAJ,3434.0,33.0
1274,Hilmi R. Dajani,University of Ottawa,https://engineering.uottawa.ca/eecs/people/dajani-hilmi,-jdRijsAAAAJ,2234.0,27.0
1275,Amy P. Felty,University of Ottawa,http://www.site.uottawa.ca/~afelty,e-U4JcIAAAAJ,2379.0,23.0
1276,Gregor V. Bochmann,University of Ottawa,http://www.site.uottawa.ca/~bochmann,nTTn0TIAAAAJ,10524.0,49.0
1277,Oliver W. W. Yang,University of Ottawa,http://www.site.uottawa.ca/~yang,,,
1278,Vida Dujmovic,University of Ottawa,http://cglab.ca/~vida,,,
1279,Pierre Payeur,University of Ottawa,http://www.site.uottawa.ca/~ppayeur,,,
1280,Stan Szpakowicz,University of Ottawa,http://www.site.uottawa.ca/~szpak,mFbRWwMAAAAJ,7593.0,38.0
1281,Hasan Ural,University of Ottawa,http://www.site.uottawa.ca/~ural,,,
1282,C.-H. Luke Ong,University of Oxford,https://www.cs.ox.ac.uk/luke.ong,gNFel3QAAAAJ,5109.0,34.0
1283,Martin Andrews,University of Oxford,https://www.cs.ox.ac.uk/andrew.martin,,,
1284,Gavin Lowe,University of Oxford,http://www.cs.ox.ac.uk/gavin.lowe,,,
1285,Jonathan P. Whiteley,University of Oxford,https://www.cs.ox.ac.uk/people/jonathan.whiteley,,,
1286,Varun Kanade,University of Oxford,http://www.cs.ox.ac.uk/people/varun.kanade,,,
1287,Geraint Jones,University of Oxford,http://www.cs.ox.ac.uk/people/geraint.jones,,,
1288,Hanno Nickau,University of Oxford,http://www.cs.ox.ac.uk/people/hanno.nickau,,,
1289,Irina Voiculescu,University of Oxford,http://www.cs.ox.ac.uk/people/irina.voiculescu,,,
1290,Alessandra Cavarra,University of Oxford,http://www.cs.ox.ac.uk/people/alessandra.cavarra,,,
1291,Joachim Posegga,University of Passau,https://web.sec.uni-passau.de/members/joachim/index.php,,,
1292,Burkhard Freitag,University of Passau,http://www.im.uni-passau.de,,,
1293,Hans P. Reiser,University of Passau,http://www.fim.uni-passau.de/en/sis,Ki7gD2wAAAAJ,1056.0,19.0
1294,Val Breazu-Tannen,University of Pennsylvania,http://www.cis.upenn.edu/~val,,,
1295,Hamed Hassani,University of Pennsylvania,https://www.seas.upenn.edu/~hassani,,,
1296,Cynthia R. Sung,University of Pennsylvania,https://www.seas.upenn.edu/~crsung,FqKcLDQAAAAJ,975.0,13.0
