,name,affiliation,homepage,scholar_id,citations,h-index
19586,Po Yang 0001,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/po-yang,RdK3cwgAAAAJ,3497.0,33.0
19587,Prosanta Hope,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/prosanta-gope,Yy3YF0AAAAAJ,3116.0,30.0
19588,Rayna Dimitrova,CISPA Helmholtz Center,https://www.sheffield.ac.uk/dcs/people/academic/rayna-dimitrova,HgCDGyQAAAAJ,384.0,11.0
19589,Richard H. Clayton,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/richard-clayton,XzTziRcAAAAJ,4769.0,33.0
19590,Robert J. Gaizauskas,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/rob-gaizauskas,HY8ATOgAAAAJ,12796.0,54.0
19591,Robert M. Hierons,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/rob-hierons,Bd0QYCEAAAAJ,8794.0,46.0
19592,Roger K. Moore,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/roger-moore,Ib1I-uAAAAAJ,6955.0,36.0
19593,Siobhán North,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/siobhan-north,XwzJjrcAAAAJ,183.0,7.0
19594,Stefan Goetze,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/stefan-goetze,Pj9WH2MAAAAJ,1546.0,23.0
19595,Steve C. Maddock,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/steve-maddock,NbHpc-UAAAAJ,1377.0,20.0
19596,Thomas Hain,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/thomas-hain,x03kgyEAAAAJ,12348.0,36.0
19597,Tony J. Prescott,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/tony-prescott,u2T4wjgAAAAJ,10823.0,46.0
19598,Vita Lanfranchi,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/vitaveska-lanfranchi,BiF44ewAAAAJ,1078.0,18.0
19599,Yoshihiko Gotoh,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/yoshi-gotoh,I13A1g0AAAAJ,1237.0,17.0
19600,David Jurgens,University of Michigan,https://www.si.umich.edu/node/15080,sGFFr5kAAAAJ,3820.0,30.0
19601,Daniel E. Atkins,University of Michigan,https://www.si.umich.edu/people/daniel-atkins-iii,txEgjecAAAAJ,4693.0,35.0
19602,Florian Schaub,University of Michigan,https://www.si.umich.edu/people/florian-schaub,zg29qGEAAAAJ,6988.0,42.0
19603,Mark S. Ackerman,University of Michigan,https://www.si.umich.edu/people/mark-ackerman,qBTbnEQAAAAJ,18013.0,58.0
19604,Michael A. McRobbie,Indiana University,https://www.sice.indiana.edu/all-people/profile.html?profile_id=254,NOSCHOLARPAGE,,
19605,Rui Mao 0001,Shenzhen University,https://www.sics.ac.cn/mao/szu/eng,MVbJ9wQAAAAJ,1611.0,21.0
19606,Nils Urbach,University of Bayreuth,https://www.sim.uni-bayreuth.de/de/team/nils-urbach/index.php,H7D9_EkAAAAJ,7162.0,35.0
19607,Marie desJardins,Simmons University,https://www.simmons.edu/academics/faculty/marie-desjardins,UYLIgHAAAAAJ,2879.0,27.0
19608,Michael Waidner,TU Darmstadt,https://www.sit.informatik.tu-darmstadt.de/de/security-in-information-technology/staff/michael-waidner,AyRNYLoAAAAJ,17679.0,61.0
19609,Bernd Bischl,LMU Munich,https://www.slds.stat.uni-muenchen.de,s34UckkAAAAJ,6154.0,38.0
19610,Slinger Jansen,Utrecht University,https://www.slingerjansen.nl,e13z2YAAAAJ,,
19611,Steven C. H. Hoi,Singapore Management University,https://www.smu.edu.sg/faculty/profile/110831/Steven-HOI,JoLjflYAAAAJ,19877.0,74.0
19612,Jun Sun 0001,Singapore Management University,https://www.smu.edu.sg/faculty/profile/161031/SUN-Jun,DVsEyn0AAAAJ,5822.0,38.0
19613,Wei Gao 0001,Singapore Management University,https://www.smu.edu.sg/faculty/profile/164201/Wei-GAO,8uaZwkwAAAAJ,4025.0,28.0
19614,Shih-Fen Cheng,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9608/CHENG-Shih-Fen,zEHb5vMAAAAJ,1317.0,19.0
19615,Robert H. Deng,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9611/Robert-H-DENG,OPbZGPsAAAAJ,21061.0,74.0
19616,Xuhua Ding,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9612/DING-XuHua,zUEUsv4AAAAJ,3095.0,23.0
19617,Hoong Chilin Lau,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9620/LAU-Hoong-Chuin,2YZITOgAAAAJ,4817.0,37.0
19618,Archan Misra,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9632/Archan-MISRA,a0YC5VAAAAAJ,9876.0,51.0
19619,Kyriakos Mouratidis,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9633/Kyriakos-MOURATIDIS,vq5oTnEAAAAJ,4720.0,29.0
19620,Pradeep Varakantham,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9641/Pradeep-Reddy-VARAKANTHAM,BAdQpFkAAAAJ,3475.0,31.0
19621,Feida Zhu 0001,Singapore Management University,https://www.smu.edu.sg/faculty/profile/9644/ZHU-Feida,uLa0zdcAAAAJ,4502.0,34.0
19622,James Dunham,Southern Methodist University,https://www.smu.edu/Lyle/Departments/CSE/People/Faculty/DunhamJames,s2VQbjwAAAAJ,1086.0,15.0
19623,Ira B. Greenberg,Southern Methodist University,https://www.smu.edu/Lyle/Departments/CSE/People/Faculty/GreenbergIra,NOSCHOLARPAGE,,
19624,Michael Hahsler,Southern Methodist University,https://www.smu.edu/Lyle/Departments/CSE/People/Faculty/HahslerMichael,uUg1IykAAAAJ,4695.0,30.0
19625,Eric Larson,Southern Methodist University,https://www.smu.edu/Lyle/Departments/CSE/People/Faculty/LarsonEric,vThE9GIAAAAJ,4692.0,25.0
19626,Mitchell A. Thornton,Southern Methodist University,https://www.smu.edu/Lyle/Departments/CSE/People/Faculty/ThorntonMitchell,qIY28F8AAAAJ,2725.0,23.0
19627,Frederick Chang,Southern Methodist University,https://www.smu.edu/News/2013/fred-chang-announcement-04sept2013/fred-chang-biography,NOSCHOLARPAGE,,
19628,Axel Küpper,TU Berlin,https://www.snet.tu-berlin.de/menue/team/prof_dr_axel_kuepper,NOSCHOLARPAGE,,
19629,Ashutosh Raina,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/departments/computer-science/people/faculty,NOSCHOLARPAGE,,
19630,Charles E. McDowell,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/charlie,vizwcbsAAAAJ,4132.0,23.0
19631,Dejan Milutinovic,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/dejan,NOSCHOLARPAGE,,
19632,E. James Whitehead Jr.,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/ejw,_2UkAYEAAAAJ,9769.0,45.0
19633,Lise Getoor,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/getoor,Y8-xGncAAAAJ,25570.0,72.0
19634,J. J. Garcia-Luna-Aceves,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/jj,wLtmXGQAAAAJ,42009.0,104.0
19635,Katia Obraczka,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/katia,xALG_EMAAAAJ,12944.0,49.0
19636,Tracy Larrabee,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/larrabee,NOSCHOLARPAGE,,
19637,Patrick Mantey,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/mantey,hiMLVtwAAAAJ,,
19638,Martine Schlag,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/martine,NOSCHOLARPAGE,,
19639,Marilyn A. Walker,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/maw,TMw2-csAAAAJ,17587.0,74.0
19640,Matthew R. Guthaus,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/mrg,irzOIvoAAAAJ,5721.0,19.0
19641,Mircea Teodorescu,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/mteodorescu,JDm_5pMAAAAJ,1668.0,24.0
19642,Demetrios Achlioptas,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/optas,yi9qu1cAAAAJ,,
19643,Peter Alvaro,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/palvaro,TKSjVTUAAAAJ,2958.0,18.0
19644,Chen Qian 0001,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/qian,QRxf7EUAAAAJ,3263.0,31.0
19645,Richard Hughey,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/rph,D8iiWtEAAAAJ,8199.0,30.0
19646,Anujan Varma,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/varma,z9lI9VIAAAAJ,,
19647,S. V. N. Vishwanathan,Univ. of California - Santa Cruz,https://www.soe.ucsc.edu/people/vishy,tqcSvFIAAAAJ,11571.0,44.0
19648,Dimitris A. Fotakis,NTUA,https://www.softlab.ntua.gr/~fotakis,zFDLf0UAAAAJ,2823.0,28.0
19649,Nikolaos Papaspyrou,NTUA,https://www.softlab.ntua.gr/~nickie,sB4E4lcAAAAJ,826.0,17.0
19650,Randall Bramley,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=169,NOSCHOLARPAGE,,
19651,Geoffrey C. Fox,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=203,dJ-fD-sAAAAJ,41537.0,85.0
19652,Douglas Hofstadter,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=229,NOSCHOLARPAGE,,
19653,Christopher Raphael,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=279,NOSCHOLARPAGE,,
19654,Selma Sabanovic,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=288,P5pnLAcAAAAJ,3748.0,31.0
19655,Cenk S. Sahinalp,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=291,NOSCHOLARPAGE,,
19656,Martin A. Siegel,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=298,sZ_nSuIAAAAJ,1014.0,17.0
19657,Thomas L. Sterling,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=303,t4BXt2EAAAAJ,,
19658,Erik Stolterman,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=305,iotMZFMAAAAJ,11236.0,44.0
19659,D. Martin Swany,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=307,NOSCHOLARPAGE,,
19660,Yuan Zhou 0007,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=442,aR34e1gAAAAJ,10480.0,24.0
19661,Hamid R. Ekbia,Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=72,WPGTvh8AAAAJ,1914.0,21.0
19662,Dirk Beyer 0001,LMU Munich,https://www.sosy-lab.org/people/beyer,AFOIl1IAAAAJ,8146.0,46.0
19663,Rolf Hennicker,LMU Munich,https://www.sosy-lab.org/people/hennicker,NOSCHOLARPAGE,,
19664,Wolfgang Hesse,LMU Munich,https://www.sosy-lab.org/people/hesse,NOSCHOLARPAGE,,
19665,Mila E. Majster-Cederbaum,LMU Munich,https://www.sosy-lab.org/people/majster-cederbaum,NOSCHOLARPAGE,,
19666,Martin Wirsing,LMU Munich,https://www.sosy-lab.org/people/wirsing,QonRHo8AAAAJ,7230.0,42.0
19667,Zhaohui S. Qin,Emory University,https://www.sph.emory.edu/faculty/profile/index.php?FID=8697,9F-Jk74AAAAJ,25694.0,49.0
19668,Jürgen Brehm,University of Hannover,https://www.sra.uni-hannover.de/People/brehm,NOSCHOLARPAGE,,
19669,Daniel Lohmann,University of Hannover,https://www.sra.uni-hannover.de/People/lohmann,39geDSwAAAAJ,3573.0,33.0
19670,Dana Drachsler,Technion,https://www.sri.inf.ethz.ch/people/dana,XOiO5xgAAAAJ,1572.0,10.0
19671,Shashank Srivastava,University of North Carolina,https://www.ssriva.com,#NAME?,,
19672,Sebastian U. Stich,CISPA Helmholtz Center,https://www.sstich.ch,8l-mDfQAAAAJ,5791.0,24.0
19673,Andreas Zeller,CISPA Helmholtz Center,https://www.st.cs.uni-saarland.de/zeller,#NAME?,,
19674,Qing Wang 0007,TU Delft,https://www.st.ewi.tudelft.nl/qing,fqE36d0AAAAJ,3481.0,19.0
19675,Soham Chakraborty 0001,TU Delft,https://www.st.ewi.tudelft.nl/sschakraborty,CJgbWuwAAAAJ,543.0,12.0
19676,Hideharu Amano,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/amano.html,pfCZLZwAAAAJ,6768.0,39.0
19677,Issei Fujishiro,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/fujishiro.html,0bnysWMAAAAJ,2474.0,26.0
19678,Hideo Saito,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/hideo.saito.html,JU9x-bcAAAAJ,6699.0,37.0
19679,Michita Imai,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/imai.html,lYqJ_FsAAAAJ,5883.0,38.0
19680,Kenji Kono,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/kono.html,lYetPkIAAAAJ,1494.0,17.0
19681,Hiroki Matsutani,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/matsutani.html,cBqdx2IAAAAJ,2521.0,25.0
19682,Maki Sugimoto,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/sugimoto.html,h5GzIxgAAAAJ,2487.0,27.0
19683,Komei Sugiura,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/sugiura_komei.html,1Kd0W0oAAAAJ,1411.0,18.0
19684,Shingo Takada 0001,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/takada.html,DlYZVo0AAAAJ,1032.0,15.0
19685,Fumio Teraoka,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/teraoka.html,1e4BgHoAAAAJ,2318.0,23.0
19686,Naoaki Yamanaka,Keio University,https://www.st.keio.ac.jp/en/tprofile/ics/yamanaka.html,ba8chIEAAAAJ,5393.0,33.0
19687,Hiroaki Nishi,Keio University,https://www.st.keio.ac.jp/en/tprofile/sd/nishi.html,rXAiVWUAAAAJ,2822.0,23.0
19688,Helmut Küchenhoff,LMU Munich,https://www.stablab.stat.uni-muenchen.de,MIHbY4UAAAAJ,8743.0,50.0
19689,Fabiano Dalpiaz,Utrecht University,https://www.staff.science.uu.nl/~dalpi001,KBPFzMAAAAAJ,4128.0,35.0
19690,Amir Vaxman,Utrecht University,https://www.staff.science.uu.nl/~vaxma001,1btDzYAAAAJ,,
19691,Bertil Schmidt,University of Mainz,https://www.staff.uni-mainz.de/schmi033,fUxQceoAAAAJ,7112.0,43.0
19692,Elmar Schömer,University of Mainz,https://www.staff.uni-mainz.de/schoemer,NOSCHOLARPAGE,,
19693,Michael Wand 0001,University of Mainz,https://www.staff.uni-mainz.de/wandm/bio.html,kA_rSy4AAAAJ,5975.0,31.0
19694,Cristian-Alexandru Staicu,CISPA Helmholtz Center,https://www.staicu.org,JmpDeRQAAAAJ,514.0,10.0
19695,Bin Yu 0001,Univ. of California - Berkeley,https://www.stat.berkeley.edu/~binyu/Site/Welcome.html,xT19Jc0AAAAJ,33834.0,74.0
19696,Jacob Steinhardt,Univ. of California - Berkeley,https://www.stat.berkeley.edu/~jsteinhardt,LKv32bgAAAAJ,6303.0,29.0
19697,Afzel Noore,West Virginia University,https://www.statler.wvu.edu/faculty-staff/adjunct-faculty/afzel-noore,rEopbiMAAAAJ,4585.0,37.0
19698,Don Adjeroh,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/donald-a-adjeroh,NOSCHOLARPAGE,,
19699,Elaine M. Eschen,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/elaine-eschen,NOSCHOLARPAGE,,
19700,Gianfranco Doretto,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/gianfranco-doretto,ReEG0FwAAAAJ,5955.0,26.0
19701,Guodong Guo,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/guodong-guo,f2Y5nygAAAAJ,11501.0,49.0
19702,Jeremy Dawson,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/jeremy-dawson,NOSCHOLARPAGE,,
19703,Katerina Goseva-Popstojanova,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/katerina-goseva-popstojanova,Zi5QsLYAAAAJ,5000.0,32.0
19704,Nasser M. Nasrabadi,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/nasser-nasrabadi,PNhUilMAAAAJ,17490.0,55.0
19705,Natalia A. Schmid,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/natalia-schmid,NOSCHOLARPAGE,,
19706,Norma Saiph Savage,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/saiph-savage,GHGHYZAAAAAJ,1980.0,23.0
19707,Thirimachos Bourlai,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/thirimachos-bourlai,vBn6I3sAAAAJ,2280.0,28.0
19708,Victor Fragoso,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/victor-fragoso,7XBDDigAAAAJ,423.0,9.0
19709,Vinod K. Kulathumani,West Virginia University,https://www.statler.wvu.edu/faculty-staff/faculty/vinod-kulathumani,nzH29FgAAAAJ,2890.0,18.0
19710,Uwe Naumann,RWTH Aachen,https://www.stce.rwth-aachen.de/people/uwe-naumann,vRVzEDMAAAAJ,3288.0,27.0
19711,Peter A. Milder,Stony Brook University,https://www.stonybrook.edu/commcms/electrical/people/-core_faculty/milder_peter,tZ_do3gAAAAJ,2545.0,23.0
19712,Gregory J. Zelinsky,Stony Brook University,https://www.stonybrook.edu/commcms/psychology/faculty/faculty_profiles/gzelinsky,5uC1slsAAAAJ,7339.0,43.0
19713,Chris Russell 0001,University of Surrey,https://www.surrey.ac.uk/cvssp/people/russell_christopher,RM2sHhYAAAAJ,7619.0,30.0
19714,Adrian Hilton,University of Surrey,https://www.surrey.ac.uk/people/adrian-hilton,vTIYTNQAAAAJ,11563.0,46.0
19715,Alireza Tamaddoni Nezhad,University of Surrey,https://www.surrey.ac.uk/people/alireza-tamaddoni-nezhad,a8_fGh4AAAAJ,2666.0,23.0
19716,Helen Treharne,University of Surrey,https://www.surrey.ac.uk/people/helen-treharne,Fx_tCYMAAAAJ,1658.0,24.0
19717,Josef Kittler,University of Surrey,https://www.surrey.ac.uk/people/josef-kittler,pk-yb_kAAAAJ,65323.0,98.0
19718,Lee Gillam,University of Surrey,https://www.surrey.ac.uk/people/lee-gillam,8GJC9fAAAAAJ,2136.0,20.0
19719,Liqun Chen,University of Surrey,https://www.surrey.ac.uk/people/liqun-chen,3IH9iokAAAAJ,11500.0,51.0
19720,Manal Helal,University of Surrey,https://www.surrey.ac.uk/people/manal-helal,fgACIMUAAAAJ,87.0,6.0
19721,Miroslaw Bober,University of Surrey,https://www.surrey.ac.uk/people/miroslaw-bober,rmATQ28AAAAJ,6866.0,31.0
19722,Paul Krause,University of Surrey,https://www.surrey.ac.uk/people/paul-krause,6d3d0vwAAAAJ,5084.0,34.0
19723,Santanu Kumar Dash,University of Surrey,https://www.surrey.ac.uk/people/santanu-dash,aNI6aTkAAAAJ,774.0,8.0
19724,Sotiris K. Moschoyiannis,University of Surrey,https://www.surrey.ac.uk/people/sotiris-moschoyiannis,lXpUuUoAAAAJ,1146.0,18.0
19725,Steve A. Schneider,University of Surrey,https://www.surrey.ac.uk/people/steve-schneider,RpVDhIoAAAAJ,8949.0,39.0
19726,Yunpeng Li,University of Surrey,https://www.surrey.ac.uk/people/yunpeng-li,JzyKdRUAAAAJ,736.0,12.0
19727,Horst Lichter,RWTH Aachen,https://www.swc.rwth-aachen.de,q4JUOP4AAAAJ,2183.0,17.0
19728,Jens Grabowski,University of Göttingen,https://www.swe.informatik.uni-goettingen.de/staff/jens-grabowski,59rolV4AAAAJ,3875.0,29.0
19729,Clément L. Canonne,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/clement-canonne.html,gjLr_FgAAAAJ,1280.0,22.0
19730,Tongliang Liu,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/tongliang-liu.html,EiLdZ_YAAAAJ,6442.0,45.0
19731,Peter Schartner,University of Klagenfurt,https://www.syssec.at/de/team/schartner,MRKBB1UAAAAJ,593.0,12.0
19732,Ute Bormann,University of Bremen,https://www.szi.uni-bremen.de/wp-content/uploads/2012/09/p-rn.pdf,NOSCHOLARPAGE,,
19733,Tanzima Z. Islam,Texas State University,https://www.tanzimaislam.com,q56uneAAAAAJ,529.0,10.0
19734,Roi Livni,Tel Aviv University,https://www.tau.ac.il/~rlivni,xhU85M4AAAAJ,993.0,15.0
19735,Tauhidur Rahman,University of Massachusetts Amherst,https://www.tauhidurrahman.com,mc9BzYwAAAAJ,943.0,15.0
19736,Roland Meyer 0001,TU Braunschweig,https://www.tcs.cs.tu-bs.de/group/meyer,zRo3ZJ4AAAAJ,1191.0,19.0
19737,Martin Hofmann 0001,LMU Munich,https://www.tcs.ifi.lmu.de/people/martin-hofmann,MuXVKIMAAAAJ,,
19738,Lothar Thiele,ETH Zurich,https://www.tec.ee.ethz.ch,OaAKHewAAAAJ,67301.0,88.0
19739,Barbara Hammer,Bielefeld University,https://www.techfak.uni-bielefeld.de/~bhammer,1d3OxaUAAAAJ,9536.0,44.0
19740,Stefan Kopp,Bielefeld University,https://www.techfak.uni-bielefeld.de/~skopp,2AEULN0AAAAJ,8236.0,45.0
19741,Jens Stoye,Bielefeld University,https://www.techfak.uni-bielefeld.de/~stoye,d7rMd3YAAAAJ,,
19742,Alexander Mehler,Goethe University Frankfurt,https://www.texttechnologylab.org/team/alexander-mehler,crMx0oUAAAAJ,3056.0,28.0
19743,Wim Martens,University of Bayreuth,https://www.theoinf.uni-bayreuth.de/en/team/martens_wim/index.php,QgkOSXoAAAAJ,2538.0,32.0
19744,Thomas Wilke,University of Kiel,https://www.theorie.informatik.uni-kiel.de/de/team/thomas-wilke,hu_TR4wAAAAJ,4757.0,32.0
19745,Arne Meier,University of Hannover,https://www.thi.uni-hannover.de/meier.html,iHkXyuoAAAAJ,553.0,16.0
19746,Heribert Vollmer,University of Hannover,https://www.thi.uni-hannover.de/vollmer.html,hU5ScRwAAAAJ,3508.0,32.0
19747,Thomas Schneider 0003,TU Darmstadt,https://www.thomaschneider.de,E31PR1oAAAAJ,9186.0,47.0
19748,Joachim K. Anlauf,University of Bonn,https://www.ti.uni-bonn.de/Members/anlauf,NOSCHOLARPAGE,,
19749,Volker Turau,Hamburg University of Technology,https://www.ti5.tuhh.de/staff/turau,YuVtpLsAAAAJ,2411.0,24.0
19750,Maria-Esther Vidal,University of Hannover,https://www.tib.eu/en/research-development/scientific-data-management/staff/maria-esther-vidal,vDyk0JgAAAAJ,3847.0,32.0
19751,Matthias Tichy,University of Ulm,https://www.tichy.de,hnc9E2AAAAAJ,2953.0,26.0
19752,Tiffany Bao,Arizona State University,https://www.tiffanybao.com,mOraMN8AAAAJ,491.0,9.0
19753,Drew Hendrickson,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/a.hendrickson.htm,NOSCHOLARPAGE,,
19754,Emmanuel Keuleers,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/e.a.keuleers.htm,d5tp6I4AAAAJ,5976.0,30.0
19755,Eriko Fukuda,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/e.fukuda.htm,NOSCHOLARPAGE,,
19756,E.M.J. Huis in 't Veld,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/e.m.j.huisintveld.htm,NOSCHOLARPAGE,,
19757,Eric Postma,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/e.o.postma.htm,EpsyWjIAAAAJ,6502.0,29.0
19758,Frouke Hermens,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/f.hermens.htm,oTRqgI4AAAAJ,1220.0,19.0
19759,Martin Atzmueller,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/m.atzmuller.htm,PSxBcWwAAAAJ,3819.0,36.0
19760,Menno Matthias Van Zaanen,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/m.m.vanzaanen-1.htm,bsTqFQIAAAAJ,1527.0,19.0
19761,Martijn van Otterlo,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/m.vanotterlo.htm,NOSCHOLARPAGE,,
19762,Marie Nilsenová,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/marie.postma.htm,VK1DBk4AAAAJ,636.0,14.0
19763,Pieter H. M. Spronck,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/p.spronck.htm,sB4vyswAAAAJ,4368.0,33.0
19764,Willem Huijbers,Tilburg University,https://www.tilburguniversity.edu/webwijs/show/w.huijbers.htm,tta1gwMAAAAJ,2751.0,25.0
19765,Adam Wolisz,TU Berlin,https://www.tkn.tu-berlin.de/menue/team/wolisz/parameter/de,Gq8gWX4AAAAJ,16537.0,62.0
19766,Tobias Meisen,University of Wuppertal,https://www.tmdt.uni-wuppertal.de/de/team/tobias-meisen-prof-dr-ing.html,fSmbntoAAAAJ,2113.0,18.0
19767,Marius Lindauer,University of Hannover,https://www.tnt.uni-hannover.de/staff/lindauer,0Sxx7DUAAAAJ,2604.0,26.0
19768,Anton Kummert,University of Wuppertal,https://www.tnt.uni-wuppertal.de/de/kummert.html,NOSCHOLARPAGE,,
19769,Sven Kosub,University of Konstanz,https://www.toc.uni-konstanz.de/en/working-group/people/prof-dr-sven-kosub,V1kLqXgAAAAJ,742.0,17.0
19770,Tongyang Li,Peking University,https://www.tongyangli.com,ny0ZgiQAAAAJ,411.0,9.0
19771,Alexander L. Wijesinha,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/awijesinha.html,NOSCHOLARPAGE,,
19772,Charles Dierbach,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/cdierbach.html,NOSCHOLARPAGE,,
19773,Chao Lu 0002,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/clu.html,NOSCHOLARPAGE,,
19774,Darush Davani,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/ddavani.html,NOSCHOLARPAGE,,
19775,Gabriele Meiselwitz,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/gmeiselwitz.html,NOSCHOLARPAGE,,
19776,H. Harry Zhou,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/hzhou.html,NOSCHOLARPAGE,,
19777,Joyram Chakraborty,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/jchakraborty.html,f2xPyYoAAAAJ,355.0,8.0
19778,Josh Dehlinger,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/jdehlinger.html,cT_f9fkAAAAJ,1014.0,17.0
19779,Michael McGuire,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/mmcguire.html,NOSCHOLARPAGE,,
19780,Marius Zimand,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/mzimand.html,_7Mz5cQAAAAJ,697.0,16.0
19781,Nadim W. Alkharouf,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/nalkharouf.html,xVUBtLkAAAAJ,3323.0,31.0
19782,Nam Nguyen,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/nnguyen.html,aJcBWkgAAAAJ,1735.0,18.0
19783,Robert J. Hammell,Towson University,https://www.towson.edu/fcsm/departments/computerinfosci/facultystaff/rhammell.html,NOSCHOLARPAGE,,
