,name,homepage,scholar_id,affiliation,citations,h-index
18312,Travis D. Breaux,https://www.cs.cmu.edu/~breaux,SjiG_ZsAAAAJ,Carnegie Mellon University,3464.0,30.0
18313,Travis Desell,http://http://tdesell.cs.und.edu,K9xdZDkAAAAJ,Rochester Institute of Technology,1394.0,21.0
18314,Trent Jaeger,http://www.cse.psu.edu/~trj1,JS8aznIAAAAJ,Pennsylvania State University,,
18315,Trevor Alexander Brown,http://www.cs.toronto.edu/~tabrown,MaSuaDkAAAAJ,University of Waterloo,582.0,12.0
18316,Trevor Anthony Cohn,http://people.eng.unimelb.edu.au/tcohn,FCom398AAAAJ,University of Melbourne,8507.0,51.0
18317,Trevor Darrell,https://people.eecs.berkeley.edu/~trevor,bh-uRFMAAAAJ,Univ. of California - Berkeley,179084.0,144.0
18318,Trevor E. Carlson,https://www.comp.nus.edu.sg/~tcarlson,bUK5DP4AAAAJ,National University of Singapore,2200.0,19.0
18319,Trevor I. Fenner,https://www.dcs.bbk.ac.uk/about/people/academic-staff/trevor,NOSCHOLARPAGE,Birkbeck University of London,,
18320,Trevor L. McDonell,https://tmcdonell.github.io,v6l6VB8AAAAJ,Utrecht University,573.0,9.0
18321,Trevor N. Mudge,http://web.eecs.umich.edu/~tnm,d1KEK84AAAAJ,University of Michigan,33568.0,78.0
18322,Tricha Anjali,http://www.iiitb.ac.in/faculty_page.php?name=TrichaAnjali,Xxqp1TUAAAAJ,IIIT Bangalore,1299.0,17.0
18323,Trienko L. Grobler,http://www.cs.sun.ac.za/people/academic,R-voJbEAAAAJ,Stellenbosch University,596.0,12.0
18324,Trilce Estrada,http://www.cs.unm.edu/~estrada/trilce/pmwiki.php,pwzksPcAAAAJ,University of New Mexico,614.0,12.0
18325,Trinabh Gupta,https://www.cs.ucsb.edu/~trinabh,U37HVOcAAAAJ,Univ. of California - Santa Barbara,461.0,10.0
18326,Tristan Glatard,http://scholar.google.fr/citations?user=HpsswVgAAAAJ,HpsswVgAAAAJ,Concordia University,4791.0,30.0
18327,Tristan Henderson,https://tnhh.org,D7ogj-kAAAAJ,University of St Andrews,4913.0,33.0
18328,Troels Bjerre Lund,http://www.itu.dk/people/trbj,2tOriSoAAAAJ,IT University of Copenhagen,621.0,14.0
18329,Trond Aalberg,https://www.ntnu.edu/employees/trondaal,8UTZJ0wAAAAJ,NTNU,996.0,15.0
18330,Trond Steihaug,http://www.ii.uib.no/~trond,NOSCHOLARPAGE,University of Bergen,,
18331,Troy Bruggemann,https://research.qut.edu.au/qcr/people/troy-bruggemann,WcumWs8AAAAJ,Queensland University of Technology,348.0,9.0
18332,Troy Lee,https://www.uts.edu.au/staff/troy.lee,iSjOah4AAAAJ,University of Technology Sydney,1852.0,21.0
18333,Trung Q. Duong,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=trung.q.duong,PwsDdmEAAAAJ,Queen's University Belfast,14552.0,65.0
18334,Truong Nghiem,https://nau.edu/siccs/faculty,ELMp9FMAAAAJ,Northern Arizona University,1031.0,17.0
18335,Tsaipei Wang,http://www.cis.nctu.edu.tw/~wangts,NOSCHOLARPAGE,National Chiao Tung University,,
18336,Tse-Hsun (Peter) Chen,http://petertsehsun.github.io,gUBD7x0AAAAJ,Concordia University,1959.0,20.0
18337,Tsu-Han Chen,https://www.ece.cornell.edu/people/profile.cfm?netid=tc345,NOSCHOLARPAGE,Cornell University,,
18338,Tsu-Jae King Liu,https://www.eecs.berkeley.edu/~tking,lMUmE_UAAAAJ,Univ. of California - Berkeley,36675.0,97.0
18339,Tsuhan Chen,http://www.nus.edu.sg/about/management/chen-tsuhan,syCMBRIAAAAJ,National University of Singapore,22830.0,71.0
18340,Tsui-Wei Weng,https://lilyweng.github.io,v8GM4xoAAAAJ,Univ. of California - San Diego,1909.0,14.0
18341,Tsung-Yi Ho,https://www.cse.cuhk.edu.hk/people/faculty/tsung-yi-ho,TRDUYkAAAAAJ,Chinese University of Hong Kong,4622.0,39.0
18342,Tsuyoshi Murata,http://www.net.c.titech.ac.jp/index.html,NOSCHOLARPAGE,Tokyo Institute of Technology,,
18343,Tsvi Kopelowitz,https://sites.google.com/site/kopelot,P83OkWUAAAAJ,Bar-Ilan University,1186.0,20.0
18344,Tsz Chiu Kwok,http://itcs.shufe.edu.cn/tckwok,579buxIAAAAJ,SUFE,229.0,6.0
18345,Tsz Hon Yuen,https://thyuen.github.io,aVLlo-gAAAAJ,University of Hong Kong,2415.0,26.0
18346,Tsz-Chiu Au,http://ai.unist.ac.kr/~chiu,2CTRfewAAAAJ,UNIST,2863.0,18.0
18347,Tuan V. M. Le,https://sites.google.com/site/vmtuanle,dkt80HIAAAAJ,New Mexico State University,168.0,7.0
18348,Tuba Yavuz,http://www.tuba.ece.ufl.edu,NOSCHOLARPAGE,University of Florida,,
18349,Tucker Balch,http://www.cc.gatech.edu/home/tucker,jM1cT4QAAAAJ,Georgia Institute of Technology,14722.0,46.0
18350,Tucker Hermans,http://www.cs.utah.edu/~thermans,VbMNUXoAAAAJ,University of Utah,43147.0,93.0
18351,Tudor Dumitras,http://users.umiacs.umd.edu/~tdumitra,f6terwoAAAAJ,University of Maryland - College Park,4224.0,31.0
18352,Tugkan Tuglular,http://ceng.iyte.edu.tr/people/tugkan-tuglular,5FyBmLkAAAAJ,Izmir Institute of Technology,327.0,10.0
18353,Tulika Mitra,http://www.comp.nus.edu.sg/~tulika,ajeWJ4UAAAAJ,National University of Singapore,9114.0,46.0
18354,Tun Lu,http://cscw.fudan.edu.cn/%E7%A7%91%E7%A0%94%E9%98%9F%E4%BC%8D/%E6%95%99%E5%B8%88%E5%8F%8A%E5%8D%9A%E5%A3%AB%E5%90%8E/%E5%8D%A2%E6%9A%BE,VYEL_GQAAAAJ,Fudan University,1024.0,18.0
18355,Tuna Tugcu,http://www.cmpe.boun.edu.tr/~tugcu,aN_VUtQAAAAJ,Boğaziçi University,3088.0,25.0
18356,Tunca Dogan,http://yunus.hacettepe.edu.tr/~tuncadogan,tHnMNPEAAAAJ,Hacettepe University,17381.0,18.0
18357,Tung Nguyen,http://www.math.usu.edu/nnguyen,NOSCHOLARPAGE,Utah State University,,
18358,Tunga Gungor,https://www.cmpe.boun.edu.tr/~gungort,oymuGoYAAAAJ,Boğaziçi University,2268.0,25.0
18359,Tuo Zhao,https://www2.isye.gatech.edu/~tzhao80,EJXN6tYAAAAJ,Georgia Institute of Technology,4767.0,30.0
18360,Tuomas Aura,https://people.aalto.fi/new/tuomas.aura,izj4P5gAAAAJ,Aalto University,6062.0,39.0
18361,Tuomas Sandholm,http://www.cs.cmu.edu/~sandholm,0DpK1EMAAAAJ,Carnegie Mellon University,29282.0,91.0
18362,Tuomas Virtanen,https://www.tuni.fi/en/tuomas-virtanen,hRjwVoMAAAAJ,Tampere University,15406.0,63.0
18363,Turgay Korkmaz,http://www.cs.utsa.edu/~korkmaz,yBuIVfIAAAAJ,University of Texas at San Antonio,2958.0,23.0
18364,Tushar Jain,http://faculty.iitmandi.ac.in/~tushar,RPol2lkAAAAJ,IIT Mandi,1763.0,21.0
18365,Tushar Krishna,http://tusharkrishna.ece.gatech.edu,P__ztgcAAAAJ,Georgia Institute of Technology,11572.0,31.0
18366,Tushar Sharma,http://www.tusharma.in,VHjAIe8AAAAJ,Dalhousie University,877.0,13.0
18367,Tuvi Etzion,http://www.cs.technion.ac.il/people/etzion,dnM-TsAAAAAJ,Technion,4847.0,38.0
18368,Tyler Derr,https://tylersnetwork.github.io,et6IhFcAAAAJ,Vanderbilt University,729.0,16.0
18369,Tyler Moore,https://tylermoore.ens.utulsa.edu,JtTsVAkAAAAJ,University of Tulsa,10189.0,45.0
18370,Tyler Sorensen,https://users.soe.ucsc.edu/~tsorensen,Ax7ebzoAAAAJ,Univ. of California - Santa Cruz,430.0,9.0
18371,Tyrone E. Duncan,https://www.math.ku.edu/people/faculty/duncan.html,NOSCHOLARPAGE,University of Kansas,,
18372,Tze-Yun Leong,https://www.comp.nus.edu.sg/~leongty,GJXdZuwAAAAJ,National University of Singapore,1789.0,23.0
18373,Tzonelih Hwang,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/4,NOSCHOLARPAGE,National Cheng Kung University,,
18374,Tzu-Chien Hsiao,https://sites.google.com/site/labview704/About-Us/TC,JPMrsz0AAAAJ,National Chiao Tung University,781.0,14.0
18375,Tzu-Mao Li,https://people.csail.mit.edu/tzumao,Y7MCOdYAAAAJ,Univ. of California - San Diego,1155.0,13.0
18376,Tõnu Tamme,http://www.ut.ee/en/tonu-tamme,076eOUoAAAAJ,University of Tartu,33.0,3.0
18377,Tülay Adali,http://www.csee.umbc.edu/~adali,KgjUnawAAAAJ,Univ. of Maryland - Baltimore County,23398.0,72.0
18378,U Kang,https://datalab.snu.ac.kr/~ukang,NVTb6RYAAAAJ,Seoul National University,6039.0,40.0
18379,Ubbo Visser,http://www.cs.miami.edu/~visser,qTIlMmYAAAAJ,University of Miami,4635.0,29.0
18380,Udantha R. Abeyratne,http://researchers.uq.edu.au/researcher/1182,mccLWM4AAAAJ,University of Queensland,2764.0,29.0
18381,Udantha Ranjith Abeyratne,http://www.itee.uq.edu.au/bme/abeyratne,NOSCHOLARPAGE,University of Queensland,,
18382,Uday Bondhugula,http://www.csa.iisc.ac.in/~uday,cwo0elIAAAAJ,IISc Bangalore,4769.0,33.0
18383,Uday P. Khedker,https://www.cse.iitb.ac.in/~uday,mMX9vxkAAAAJ,IIT Bombay,1114.0,14.0
18384,Uday S. Reddy,https://www.birmingham.ac.uk/staff/profiles/computer-science/reddy-uday.aspx,HSUNa0sAAAAJ,University of Birmingham,2508.0,26.0
18385,Udo Frese,http://www.informatik.uni-bremen.de/agebv/en/UdoFrese,mPHFB7oAAAAJ,University of Bremen,3596.0,31.0
18386,Udo Kebschull,https://www.fias.science/de/fellows/detail/kebschull-udo,NOSCHOLARPAGE,Goethe University Frankfurt,,
18387,Udo Kelter,http://pi.informatik.uni-siegen.de/kelter,NOSCHOLARPAGE,University of Siegen,,
18388,Udo R. Krieger,https://www.uni-bamberg.de/ktr/mitarbeiter/krieger,NOSCHOLARPAGE,University of Bamberg,,
18389,Ueli M. Maurer,https://www.crypto.ethz.ch/~maurer,TSsq3GMAAAAJ,ETH Zurich,18559.0,65.0
18390,Uffe Kjærulff,http://personprofil.aau.dk/102267?lang=en,NOSCHOLARPAGE,Aalborg University,,
18391,Ufuk Celikcan,https://web.cs.hacettepe.edu.tr/~celikcan,CH-5yWQAAAAJ,Hacettepe University,126.0,6.0
18392,Ugo Buy,https://www.cs.uic.edu/Buy,8sz_AGoAAAAJ,University of Illinois at Chicago,2485.0,19.0
18393,Ugo Montanari,http://www.di.unipi.it/~ugo,NOSCHOLARPAGE,University of Pisa,,
18394,Ugo Vaccaro,http://www.di.unisa.it/~uv,TSpglVcAAAAJ,University of Salerno,6345.0,39.0
18395,Ugur Dogrusoz,http://www.cs.bilkent.edu.tr/~ugur,C79osIsAAAAJ,Bilkent University,26767.0,32.0
18396,Ugur Güdükbay,http://www.cs.bilkent.edu.tr/~gudukbay/home.html,qbE6pMIAAAAJ,Bilkent University,3461.0,27.0
18397,Ugur Çetintemel,https://cs.brown.edu/people/faculty/ugur,NOSCHOLARPAGE,Brown University,,
18398,Uichin Lee,http://ic.kaist.ac.kr/wiki/wiki.cgi?UichinLee,Sc2pBzYAAAAJ,KAIST,10055.0,51.0
18399,Ujwal Gadiraju,https://www.tudelft.nl/ewi/over-de-faculteit/afdelingen/software-technology/web-information-systems/people/ujwal-gadiraju,FX7BF6QAAAAJ,TU Delft,2024.0,23.0
18400,Ujwala Baruah,http://cs.nits.ac.in/ujwala,BD2ObywAAAAJ,National Institute of Technology Silchar,71.0,5.0
18401,Ulf Assarsson,https://www.chalmers.se/en/staff/Pages/uffe.aspx,zfI86n8AAAAJ,Chalmers/GU,2667.0,24.0
18402,Ulf Leser,https://www.informatik.hu-berlin.de/forschung/gebiete/wbi,VKfq59gAAAAJ,Humboldt University of Berlin,10026.0,50.0
18403,Uli Sattler,http://www.cs.man.ac.uk/~sattler,NOSCHOLARPAGE,University of Manchester,,
18404,Uli Sorger,http://wwwen.uni.lu/recherche/fstc/computer_science_and_communications_research_unit/members/ulrich_sorger,NOSCHOLARPAGE,University of Luxembourg,,
18405,Uli Wagner,https://ist.ac.at/research/research-groups/wagner-group,9sN4N1wAAAAJ,IST Austria,2490.0,16.0
18406,Ulle Endriss,https://staff.science.uva.nl/u.endriss,qKmgGU0AAAAJ,University of Amsterdam,6352.0,40.0
18407,Ullrich Hustadt,http://www.csc.liv.ac.uk/~ullrich,Waf2HIoAAAAJ,University of Liverpool,3449.0,33.0
18408,Ullrich Köthe,https://hci.iwr.uni-heidelberg.de/vislearn/people/ullrich-koethe,gt-yaNMAAAAJ,Heidelberg University,5973.0,38.0
18409,Ulrich Brüning,https://ra.ziti.uni-heidelberg.de/cag/staff/u-bruening,NOSCHOLARPAGE,Heidelberg University,,
18410,Ulrich Carsten Meyer,https://ae.cs.uni-frankfurt.de/staff/ulrich_meyer.html,VUrYB2cAAAAJ,Goethe University Frankfurt,2801.0,28.0
18411,Ulrich Günther,http://www.tcs.auckland.ac.nz/~ulrich,NOSCHOLARPAGE,University of Auckland,,
18412,Ulrich Kremer,http://www.cs.rutgers.edu/~uli,NOSCHOLARPAGE,Rutgers University,,
18413,Ulrich Neumann,http://graphics.usc.edu/cgit/un.html,NOSCHOLARPAGE,University of Southern California,,
18414,Ulrich Rüde,https://www.cs10.tf.fau.de/person/ulrich-ruede,CizztzwAAAAJ,University of Erlangen–Nuremberg,8055.0,46.0
18415,Ulrich Schmid,https://ti.tuwien.ac.at/ecs/people/schmid,NOSCHOLARPAGE,TU Wien,,
18416,Ulrik Larsen,http://ulrik.blog.aau.dk,Z3FXuI0AAAAJ,Aalborg University,1447.0,18.0
18417,Ulrik Schroeder,http://learntech.rwth-aachen.de/schroeder,8EYyC1MAAAAJ,RWTH Aachen,4770.0,28.0
18418,Ulrike Lechner,https://www.unibw.de/wirtschaftsinformatik,OzCAdaMAAAAJ,Bundeswehr University Munich,1843.0,19.0
18419,Ulrike Lucke,https://www.uni-potsdam.de/de/multimedia/team/profdr-inghabilulrikelucke,NOSCHOLARPAGE,University of Potsdam,,
18420,Ulrike Meyer,https://itsec.rwth-aachen.de/people/prof.-dr.-ulrike-meyer,y9RHiq0AAAAJ,RWTH Aachen,5110.0,32.0
18421,Ulrike Stege,http://webhome.cs.uvic.ca/~stege/Ulrike_Steges_Homepage/Welcome.html,1Zp5jw8AAAAJ,University of Victoria,1930.0,26.0
18422,Ulrike Thomas,https://www.tu-chemnitz.de/etit/robosys/professorship/thomas.php,UKjluxMAAAAJ,TU Chemnitz,1128.0,17.0
18423,Ulrike von Luxburg,http://www.tml.cs.uni-tuebingen.de/team/luxburg/index.php,mMifMdoAAAAJ,University of Tübingen,16277.0,40.0
18424,Uluc Saranli,http://user.ceng.metu.edu.tr/~saranli,#NAME?,Middle East Technical University,,
18425,Ulug Bayazit,http://web.itu.edu.tr/ulugbayazit,NOSCHOLARPAGE,Istanbul Technical University,,
18426,Ulugbek Kamilov,https://sites.wustl.edu/cigwww,3qYUSDwAAAAJ,Washington University in St. Louis,2491.0,26.0
18427,Umakishore Ramachandran,http://www.cc.gatech.edu/~rama,J1tqbNAAAAAJ,Georgia Institute of Technology,5736.0,38.0
18428,Umang Bhaskar,http://www.tcs.tifr.res.in/~umang,NOSCHOLARPAGE,Tata Inst. of Fundamental Research,,
18429,Umang Mathur,https://www.comp.nus.edu.sg/~umathur,6rB8UjgAAAAJ,National University of Singapore,195.0,8.0
18430,Umberto Nanni,http://www.diag.uniroma1.it/users/umberto%20nanni,aJKaghoAAAAJ,Sapienza University of Rome,2186.0,25.0
18431,Umberto Villano,https://www.unisannio.it/en/user/156/curriculum,TDSUcuIAAAAJ,University of Sannio,2006.0,24.0
18432,Umesh Bellur,https://www.cse.iitb.ac.in/~umesh,WnjGMjIAAAAJ,IIT Bombay,1836.0,23.0
18433,Umesh V. Vazirani,http://www.cs.berkeley.edu/~vazirani,NOSCHOLARPAGE,Univ. of California - Berkeley,,
18434,Umut A. Acar,http://www.umut-acar.org,wJ4NywgAAAAJ,Carnegie Mellon University,3751.0,32.0
18435,Un-Ku Moon,http://web.engr.oregonstate.edu/~moon,NOSCHOLARPAGE,Oregon State University,,
18436,Unaizah Hanum Binti Obaidellah,https://umexpert.um.edu.my/unaizah,NOSCHOLARPAGE,University of Malaya,,
18437,Uno Holmer,https://www.chalmers.se/en/staff/Pages/holmer.aspx,NOSCHOLARPAGE,Chalmers/GU,,
18438,Upulee Kanewala,https://www.cs.montana.edu/directory/1812043/upulee-kanewala,WIG-usAAAAAJ,Montana State University,553.0,11.0
18439,Uri C. Weiser,http://webee.technion.ac.il/people/weiser,ctN8BtoAAAAJ,Technion,6224.0,30.0
18440,Uri M. Ascher,https://www.cs.ubc.ca/~ascher,eX08ztMAAAAJ,University of British Columbia,17203.0,52.0
18441,Uri Shalit,https://cs.nyu.edu/~shalit,aeGDj-IAAAAJ,Technion,4292.0,25.0
18442,Uri Stemmer,https://english.tau.ac.il/profile/uristemmer,Ew7QLzsAAAAJ,Tel Aviv University,1407.0,17.0
18443,Uri Wilensky,http://ccl.northwestern.edu/uri,NOSCHOLARPAGE,Northwestern University,,
18444,Uri Zwick,http://www.math.tau.ac.il/~zwick,wwkJvoMAAAAJ,Tel Aviv University,11716.0,51.0
18445,Uriel Feige,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=2304,NOSCHOLARPAGE,Weizmann Institute of Science,,
18446,Urs Hengartner,https://cs.uwaterloo.ca/~uhengart,FPSbtssAAAAJ,University of Waterloo,3951.0,35.0
18447,Ursula H. Augsdörfer,https://www.tugraz.at/institute/cgv/ursula-augsdoerfer,JmsBIc8AAAAJ,Graz University of Technology,389.0,9.0
18448,Ursula Martin,https://www.cs.ox.ac.uk/people/ursula.martin,dM-hgFkAAAAJ,University of Oxford,1250.0,21.0
18449,Usman R. Alim,http://pages.cpsc.ucalgary.ca/~ualim,bTkaKOcAAAAJ,University of Calgary,247.0,9.0
18450,Usman Roshan,http://cs.njit.edu/usman,8GkpkAIAAAAJ,NJIT,1287.0,15.0
18451,Uta Hinrichs,http://www.utahinrichs.de,kGPAR0YAAAAJ,University of St Andrews,1859.0,21.0
18452,Ute Bormann,https://www.szi.uni-bremen.de/wp-content/uploads/2012/09/p-rn.pdf,NOSCHOLARPAGE,University of Bremen,,
18453,Ute Schmid,https://www.uni-bamberg.de/en/cogsys/schmid,fJXIVKsAAAAJ,University of Bamberg,2696.0,26.0
18454,Utku Kalay,https://www.ce.yildiz.edu.tr/personal/utkuk?lang=en,NOSCHOLARPAGE,Yıldız Technical University,,
18455,Uvais A. Qidwai,http://www.qu.edu.qa/engineering/computer/faculty/uvais.php,_-GqsbMAAAAJ,Qatar University,1433.0,16.0
18456,Uwe Aickelin,https://www.findanexpert.unimelb.edu.au/display/person815636,aQTBV2wAAAAJ,University of Melbourne,12691.0,58.0
18457,Uwe Assmann,http://www1.inf.tu-dresden.de/~ua1,KiiBpMgAAAAJ,TU Dresden,3985.0,32.0
18458,Uwe Baumgarten,http://www.os.in.tum.de/personen/baumgarten,NOSCHOLARPAGE,TU Munich,,
18459,Uwe Brinkschulte,https://www.es.cs.uni-frankfurt.de/team/Uwe_Brinkschulte/?id=9,NOSCHOLARPAGE,Goethe University Frankfurt,,
18460,Uwe D. Hanebeck,https://isas.iar.kit.edu/de/Mitarbeiter_Hanebeck.php,q-f3ITAAAAAJ,Karlsruhe Institute of Technology,9266.0,43.0
18461,Uwe Egly,http://www.kr.tuwien.ac.at/staff/egly,NOSCHOLARPAGE,TU Wien,,
18462,Uwe Glässer,http://www.cs.sfu.ca/~glaesser,NOSCHOLARPAGE,Simon Fraser University,,
18463,Uwe M. Borghoff,https://www.unibw.de/inf2/personen/professoren/borghoff,Xn-P8FwAAAAJ,Bundeswehr University Munich,3097.0,23.0
18464,Uwe Naumann,https://www.stce.rwth-aachen.de/people/uwe-naumann,vRVzEDMAAAAJ,RWTH Aachen,3288.0,27.0
18465,Uwe Nestmann,https://www.mtv.tu-berlin.de/nestmann,8zjcWf0AAAAJ,TU Berlin,1369.0,20.0
18466,Uwe Petersohn,https://www.inf.tu-dresden.de/content/institutes/ki/awv/Personen/petersohn.de.html,NOSCHOLARPAGE,TU Dresden,,
18467,Uwe Reyle,http://www.ims.uni-stuttgart.de/institut/mitarbeiter/uwe,NOSCHOLARPAGE,University of Stuttgart,,
18468,Uwe Röhm,http://www.it.usyd.edu.au/~roehm,hJjASywAAAAJ,University of Sydney,1447.0,19.0
18469,Uwe Schwiegelshohn,http://www.irf.tu-dortmund.de/cms/en/Institute/Staff/Head/Prof__Dr_-Ing__Uwe_Schwiegelshohn.html,Wz5HfLYAAAAJ,TU Dortmund,4642.0,29.0
18470,Uwe Schöning,https://www.uni-ulm.de/schoening,hDW4Ak8AAAAJ,University of Ulm,6586.0,38.0
18471,Uwe Zdun,https://cs.univie.ac.at/uwe.zdun,jLm9DCkAAAAJ,University of Vienna,6132.0,38.0
18472,Uyen Trang Nguyen,http://www.cse.yorku.ca/~utn,eo1FpKIAAAAJ,York University,2030.0,20.0
18473,Uzi Vishkin,https://www.cs.umd.edu/people/vishkin,1r8HluQAAAAJ,University of Maryland - College Park,13811.0,59.0
18474,V. G. Vovk,https://pure.royalholloway.ac.uk/portal/en/persons/vladimir-vovk_74ed8b21-d9d7-4ab6-8dbf-6f177b91b945.html,GJE29ekAAAAJ,Royal Holloway University of London,12448.0,53.0
18475,V. John Mathews,http://eecs.oregonstate.edu/people/mathews-v-john,NOSCHOLARPAGE,Oregon State University,,
18476,V. K. Prasanna Kumar,http://ceng.usc.edu/~prasanna,4FQXSP8AAAAJ,University of Southern California,24337.0,74.0
18477,V. Krishna Nandivada,http://www.cse.iitm.ac.in/~krishna,kbgu7ccAAAAJ,IIT Madras,502.0,12.0
18478,V. N. Muralidhara,http://www.iiitb.ac.in/faculty_page.php?name=VNMuralidhara,qYHo_C4AAAAJ,IIIT Bangalore,161.0,5.0
18479,V. N. Venkatakrishnan,https://www.cs.uic.edu/~venkat,6enh82kAAAAJ,University of Illinois at Chicago,4858.0,37.0
18480,V. Ramasubramanian,http://www.iiitb.ac.in/faculty_page.php?name=VRamasubramanian,Eb87kPkAAAAJ,IIIT Bangalore,1010.0,15.0
18481,V. S. Subrahmanian,https://faculty-directory.dartmouth.edu/vs-subrahmanian,PLt9wB8AAAAJ,Dartmouth College,24589.0,75.0
18482,V. Sridhar,http://www.iiitb.ac.in/faculty_page.php?name=VSridhar,NOSCHOLARPAGE,IIIT Bangalore,,
18483,V. Sriram Siddhardh Nadendla,https://sites.google.com/a/mst.edu/nadendla,_xQ3PSoAAAAJ,Missouri University of Technology,324.0,11.0
18484,V. Susheela Devi,http://www.csa.iisc.ac.in/~susheela,NOSCHOLARPAGE,IISc Bangalore,,
18485,V. Vijaya Saradhi,https://www.iitg.ernet.in/saradhi,1DpQo5AAAAAJ,IIT Guwahati,1142.0,17.0
18486,V. Vinod,http://www.mit.edu/~vinodv,a8jIPIkAAAAJ,Massachusetts Institute of Technology,23715.0,60.0
18487,V. Wiktor Marek,https://www.cs.uky.edu/~marek,NOSCHOLARPAGE,University of Kentucky,,
18488,Vaclav Prenosil,https://www.muni.cz/en/people/169249,DFSqdsEAAAAJ,Masaryk University,,
18489,Vadim Bulitko,http://ircl.cs.ualberta.ca,a93MQNQAAAAJ,University of Alberta,2817.0,27.0
18490,Vadim E. Levit,http://ariel.academia.edu/VadimLevit,iAIwEeAAAAAJ,Ariel University,1620.0,21.0
18491,Vagelis Hristidis,http://www.cs.ucr.edu/~vagelis,nKR2tGvMLFMC,Univ. of California - Riverside,8721.0,37.0
18492,Vagner S. Rosa,http://www.vagner.c3.furg.br,NOSCHOLARPAGE,Federal University of Rio Grande,,
18493,Vahid Abolghasemi,https://www.essex.ac.uk/people/abolg46201/vahid-abolghasemi,WPumu9wAAAAJ,University of Essex,1573.0,19.0
18494,Vahid Behbood,https://www.uts.edu.au/staff/vahid.behbood,knsojo8AAAAJ,University of Technology Sydney,1179.0,13.0
18495,Vahid Garousi,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=v.garousi,QegkmZcAAAAJ,Queen's University Belfast,5373.0,39.0
18496,Vaidy S. Sunderam,https://cs.emory.edu/~vss,6k7bp8IAAAAJ,Emory University,14872.0,43.0
18497,Vaithianathan Mani Venkatasubramanian,http://www.eecs.wsu.edu/~mani,NOSCHOLARPAGE,Washington State University,,
18498,Val Breazu-Tannen,http://www.cis.upenn.edu/~val,NOSCHOLARPAGE,University of Pennsylvania,,
18499,Valdis Berzins,http://faculty.nps.edu/berzins/NPSVita_berzins.htm,NOSCHOLARPAGE,Naval Postgraduate School,,
18500,Valentina A. M. Tamma,http://www.csc.liv.ac.uk/~valli,tYimqvsAAAAJ,University of Liverpool,2101.0,24.0
18501,Valentina Boeva,http://boevalab.inf.ethz.ch,f196u4IAAAAJ,ETH Zurich,4028.0,29.0
18502,Valentina Nisi,https://www.valentinanisi.com,1vA3h5IAAAAJ,Universidade de Lisboa,1440.0,18.0
18503,Valentine Kabanets,http://www.cs.sfu.ca/~kabanets,NOSCHOLARPAGE,Simon Fraser University,,
18504,Valeria Bertacco,http://web.eecs.umich.edu/~valeria,IXiAPMoAAAAJ,University of Michigan,6492.0,43.0
18505,Valerie E. Taylor,https://engineering.tamu.edu/cse/people/vtaylor,UUWrt60AAAAJ,Texas A&M University,4493.0,31.0
18506,Valerie King,http://webhome.cs.uvic.ca/~val,XS-XGGoAAAAJ,University of Victoria,6928.0,38.0
18507,Valerio Pascucci,http://www.pascucci.org,Wh-qjBsAAAAJ,University of Utah,14688.0,63.0
18508,Valerio Selis,https://liverpool.ac.uk/electrical-engineering-and-electronics/staff/valerio-selis,PeaYlmIAAAAJ,University of Liverpool,108.0,5.0
18509,Valerio Terragni,https://valerio-terragni.github.io,ifF-jLQAAAAJ,University of Auckland,415.0,10.0
18510,Valmir C. Barbosa,http://www.cos.ufrj.br/~valmir,NOSCHOLARPAGE,UFRJ,,
18511,Valsamis Ntouskos,http://www.diag.uniroma1.it/users/valsamis%20ntouskos,pgCLEjQAAAAJ,Sapienza University of Rome,322.0,10.0
